owner,season,owner_season_races,owner_season_wins,owner_season_top_5,owner_season_top_10,owner_season_top_20,owner_season_win_pct,owner_season_trucks_raced,owner_season_truck_win_pct,owner_season_avg_start,owner_season_avg_finish,owner_season_avg_laps_led,owner_season_laps_led
JR Motorsports,2015,15,2,4,7,12,0.13333,15,0.13333,7.4,12.33,25.8,387
Jason Little,2015,4,0,0,0,2,0.0,4,0.0,14.75,22.25,0.0,0
Jay Robinson,2015,22,0,0,0,12,0.0,22,0.0,24.5,20.41,0.09,2
Jennifer Jo Cobb,2015,23,0,0,0,7,0.0,33,0.0,26.94,25.7,0.0,0
Jerry Brown,2015,5,0,0,0,1,0.0,5,0.0,23.0,25.4,0.0,0
Jim Rosenblum,2015,2,0,0,0,2,0.0,2,0.0,23.0,18.0,0.0,0
Joe Nemechek,2015,23,1,9,13,20,0.04348,23,0.04348,10.09,9.57,2.74,63
John Corr,2015,5,0,0,0,3,0.0,6,0.0,23.0,22.0,0.0,0
Ken Schrader,2015,1,0,0,0,1,0.0,1,0.0,3.0,11.0,0.0,0
Kevin Cywinski,2015,1,0,0,0,0,0.0,1,0.0,27.0,32.0,0.0,0
Kyle Busch,2015,23,6,23,45,57,0.26087,70,0.08571,8.59,10.59,17.97,1258
Margaret Lind,2015,1,0,0,0,0,0.0,1,0.0,31.0,30.0,0.0,0
Mark Beaver,2015,23,0,0,0,13,0.0,40,0.0,25.8,24.23,0.05,2
Mark Rette,2015,3,0,0,0,0,0.0,3,0.0,18.0,24.33,0.0,0
Maury Gallagher,2015,23,1,9,19,37,0.04348,47,0.02128,10.6,13.3,2.89,136
Michael Peck,2015,4,0,0,0,0,0.0,4,0.0,25.75,26.75,0.0,0
Mike Affarano,2015,4,0,0,0,0,0.0,4,0.0,31.0,30.0,0.0,0
Mike Curb,2015,23,0,7,16,21,0.0,23,0.0,11.87,9.17,5.13,118
Mike Harmon,2015,20,0,0,0,7,0.0,21,0.0,27.24,23.05,0.0,0
Mike Mittler,2015,22,0,1,1,12,0.0,39,0.0,23.97,23.95,1.18,46
Norm Benning,2015,19,0,0,0,2,0.0,20,0.0,28.25,25.15,0.0,0
Randy Young,2015,23,0,0,2,19,0.0,23,0.0,19.26,16.7,0.04,1
Richie Wauters,2015,4,0,0,2,3,0.0,4,0.0,14.5,16.5,0.0,0
Rick Ware,2015,3,0,0,0,1,0.0,3,0.0,26.33,20.67,0.0,0
Ricky Benton,2015,7,0,0,2,4,0.0,7,0.0,14.71,17.43,0.14,1
Robert Torriere,2015,1,0,0,0,0,0.0,1,0.0,32.0,32.0,0.0,0
Rod Sieg,2015,1,0,0,0,1,0.0,1,0.0,18.0,11.0,0.0,0
Shigeaki Hattori,2015,1,0,0,0,1,0.0,1,0.0,25.0,17.0,0.0,0
Stanton Barrett,2015,1,0,0,0,0,0.0,1,0.0,21.0,29.0,0.0,0
Todd Braun,2015,3,0,0,1,2,0.0,3,0.0,15.33,17.67,0.0,0
Tom DeLoach,2015,23,2,12,24,37,0.08696,47,0.04255,10.85,11.94,2.6,122
Tony Townley,2015,23,1,3,9,20,0.04348,23,0.04348,12.48,12.52,1.09,25
Tracy Wallace,2015,1,0,0,0,1,0.0,1,0.0,30.0,18.0,0.0,0
William Martel,2015,1,0,0,0,1,0.0,1,0.0,32.0,19.0,0.0,0
Al Niece,2016,1,0,0,0,0,0.0,1,0.0,24.0,23.0,0.0,0
Bob Newberry,2016,1,0,0,1,1,0.0,1,0.0,26.0,9.0,0.0,0
Bobby Dotter,2016,23,0,0,0,7,0.0,23,0.0,27.09,22.35,0.0,0
Brad Keselowski,2016,23,1,19,29,43,0.04348,51,0.01961,10.16,11.06,8.69,443
Bryan Hill,2016,5,0,0,1,5,0.0,5,0.0,21.8,14.6,0.0,0
Carlos Contreras,2016,16,0,1,1,6,0.0,16,0.0,23.81,23.0,6.81,109
Charlie Henderson,2016,5,0,0,1,3,0.0,5,0.0,16.8,19.2,0.0,0
Chris Fontaine,2016,2,0,0,0,0,0.0,2,0.0,17.5,22.5,0.0,0
Chris Larsen,2016,6,0,0,0,3,0.0,6,0.0,19.67,21.5,0.0,0
Craig Martins,2016,22,0,0,0,7,0.0,22,0.0,24.45,23.55,0.32,7
Duke Thorson,2016,23,2,16,32,55,0.08696,69,0.02899,10.28,13.09,7.57,522
JR Motorsports,2016,23,0,5,14,19,0.0,23,0.0,10.13,11.48,3.57,82
Jay Robinson,2016,23,0,0,0,7,0.0,23,0.0,26.09,22.39,0.13,3
Jeff Bolen,2016,18,0,0,0,9,0.0,18,0.0,24.06,20.5,0.06,1
Jennifer Jo Cobb,2016,18,0,0,0,2,0.0,31,0.0,30.1,27.39,0.0,0
Jerry Brown,2016,14,0,1,1,5,0.0,14,0.0,23.21,21.79,0.0,0
Jesse Little,2016,2,0,0,0,2,0.0,2,0.0,12.5,19.0,0.0,0
Jim Rosenblum,2016,2,0,0,0,1,0.0,2,0.0,30.5,26.0,0.0,0
Joe Nemechek,2016,23,2,5,11,19,0.08696,23,0.08696,13.09,12.13,4.3,99
Kyle Busch,2016,23,11,27,43,62,0.47826,77,0.14286,8.31,11.68,18.06,1391
Mark Beaver,2016,21,0,1,1,8,0.0,23,0.0,28.74,22.13,0.09,2
Matthew Miller,2016,6,0,0,3,6,0.0,6,0.0,13.5,12.0,0.0,0
Maury Gallagher,2016,23,6,23,49,70,0.26087,87,0.06897,10.49,11.72,6.29,547
Mike Curb,2016,23,0,2,5,17,0.0,23,0.0,18.48,15.87,0.04,1
Mike Harmon,2016,6,0,0,0,0,0.0,6,0.0,29.33,27.67,0.0,0
Mike Mittler,2016,21,0,0,0,4,0.0,21,0.0,25.33,25.14,4.86,102
Norm Benning,2016,3,0,0,0,0,0.0,3,0.0,30.33,30.67,0.0,0
Randy Young,2016,23,0,0,2,13,0.0,23,0.0,20.74,19.48,0.0,0
Richie Wauters,2016,1,0,0,0,0,0.0,1,0.0,10.0,27.0,0.0,0
Ricky Benton,2016,12,0,1,3,8,0.0,12,0.0,19.92,17.92,0.0,0
Shigeaki Hattori,2016,17,0,1,4,11,0.0,17,0.0,17.71,16.59,0.82,14
Tim Self,2016,22,0,0,1,10,0.0,23,0.0,24.17,20.7,0.04,1
Todd Braun,2016,4,0,0,0,0,0.0,4,0.0,17.25,24.5,0.0,0
Tom DeLoach,2016,23,1,13,26,43,0.04348,46,0.02174,11.17,10.28,2.37,109
Tony Townley,2016,23,0,0,2,13,0.0,23,0.0,12.22,19.43,0.17,4
Tracy Wallace,2016,1,0,0,0,0,0.0,1,0.0,13.0,31.0,0.0,0
William Martel,2016,1,0,0,0,1,0.0,1,0.0,25.0,19.0,0.0,0
Al Niece,2017,22,0,0,0,14,0.0,24,0.0,20.54,19.21,0.0,0
Bill Alger,2017,4,0,0,1,1,0.0,4,0.0,17.5,21.75,0.25,1
Boyd Long,2017,2,0,0,0,0,0.0,2,0.0,29.0,26.5,0.0,0
Brad Keselowski,2017,23,2,18,30,40,0.08696,46,0.04348,7.89,9.35,8.57,394
Bryan Hill,2017,3,0,0,0,1,0.0,3,0.0,17.67,23.33,0.0,0
Charlie Henderson,2017,9,1,1,5,5,0.11111,9,0.11111,14.78,15.56,1.22,11
Chris Fontaine,2017,1,0,0,0,0,0.0,1,0.0,17.0,26.0,0.0,0
Chris Larsen,2017,19,0,2,5,11,0.0,19,0.0,16.37,17.16,5.42,103
Craig Martins,2017,5,0,0,0,1,0.0,5,0.0,26.0,25.4,0.0,0
D.J. Copp,2017,23,0,0,1,9,0.0,27,0.0,25.7,23.15,0.04,1
Duke Thorson,2017,23,2,12,31,59,0.08696,70,0.02857,10.1,12.46,7.61,533
Faith Motorsports,2017,4,0,0,0,2,0.0,4,0.0,25.25,20.75,0.0,0
Gaunt Brothers,2017,1,0,0,0,1,0.0,1,0.0,17.0,14.0,0.0,0
Jason Little,2017,4,0,0,1,4,0.0,4,0.0,12.0,13.5,0.0,0
Jay Robinson,2017,23,0,0,0,16,0.0,30,0.0,23.27,20.77,0.1,3
Jeff Bolen,2017,13,0,0,3,11,0.0,13,0.0,18.62,15.77,0.23,3
Jennifer Jo Cobb,2017,20,0,0,0,5,0.0,32,0.0,27.94,25.66,0.0,0
Jerry Brown,2017,1,0,0,0,0,0.0,1,0.0,9.0,23.0,0.0,0
Jim Rosenblum,2017,1,0,0,0,0,0.0,1,0.0,27.0,22.0,0.0,0
Joe Nemechek,2017,23,2,9,12,19,0.08696,40,0.05,15.48,19.05,2.7,108
Kyle Busch,2017,23,9,27,46,64,0.3913,73,0.12329,7.37,9.7,20.3,1482
Mark Beaver,2017,22,0,0,0,13,0.0,22,0.0,26.45,20.95,0.0,0
Mark Rette,2017,1,0,0,0,0,0.0,1,0.0,24.0,25.0,0.0,0
Matthew Miller,2017,16,1,4,7,13,0.0625,16,0.0625,15.0,13.38,0.88,14
Maury Gallagher,2017,23,6,23,46,62,0.26087,72,0.08333,8.68,10.21,8.6,619
Michael Peck,2017,1,0,0,0,0,0.0,1,0.0,32.0,32.0,0.0,0
Mike Curb,2017,23,0,9,15,21,0.0,23,0.0,11.0,9.43,1.78,41
Mike Harmon,2017,3,0,0,0,0,0.0,3,0.0,29.0,27.33,0.0,0
Mike Mittler,2017,19,0,0,1,6,0.0,26,0.0,23.96,24.23,0.0,0
Norm Benning,2017,20,0,0,0,6,0.0,32,0.0,28.41,25.59,0.0,0
Randy Young,2017,23,0,0,3,15,0.0,24,0.0,18.54,17.58,0.0,0
Richie Wauters,2017,2,0,0,0,1,0.0,2,0.0,13.5,21.0,0.0,0
Rick Ware,2017,3,0,0,0,1,0.0,3,0.0,30.0,26.33,0.0,0
Ricky Benton,2017,13,0,0,2,11,0.0,13,0.0,19.38,14.08,0.0,0
Shane Lamb,2017,9,0,0,0,5,0.0,9,0.0,21.78,21.0,0.0,0
Shigeaki Hattori,2017,23,0,8,13,20,0.0,23,0.0,8.91,11.43,5.0,115
Tim Self,2017,6,0,1,3,6,0.0,7,0.0,23.57,11.57,0.0,0
Tom DeLoach,2017,5,0,1,5,9,0.0,10,0.0,8.3,11.6,0.4,4
Tracy Lowe,2017,22,0,0,0,8,0.0,22,0.0,24.27,21.27,0.0,0
Tracy Wallace,2017,1,0,0,0,0,0.0,1,0.0,21.0,25.0,0.0,0
Al Niece,2018,23,0,0,3,33,0.0,52,0.0,20.87,18.65,0.04,2
All Out Motorsports,2018,10,0,0,0,6,0.0,10,0.0,20.5,18.5,0.4,4
Bill McAnally,2018,1,0,0,1,1,0.0,1,0.0,8.0,8.0,0.0,0
Charlie Henderson,2018,8,0,1,2,4,0.0,8,0.0,15.5,18.63,2.88,23
Chris Fontaine,2018,2,0,0,0,0,0.0,2,0.0,20.0,26.5,0.0,0
Chris Larsen,2018,23,0,9,16,21,0.0,23,0.0,7.52,9.13,8.17,188
Clay Greenfield,2018,5,0,0,0,2,0.0,5,0.0,17.6,23.0,0.0,0
Codie Rohrbaugh,2018,2,0,0,0,2,0.0,2,0.0,25.5,16.5,0.0,0
D.J. Copp,2018,20,0,0,1,7,0.0,20,0.0,26.2,23.05,0.0,0
David Gilliland,2018,23,0,5,7,22,0.0,31,0.0,12.39,16.84,2.74,85
Duke Thorson,2018,23,2,19,35,61,0.08696,70,0.02857,11.84,11.59,5.86,410
Jason Little,2018,10,0,0,6,8,0.0,10,0.0,14.1,13.0,0.2,2
Jay Robinson,2018,23,0,1,2,15,0.0,45,0.0,25.62,21.44,0.02,1
Jeff Finley,2018,2,0,0,1,1,0.0,2,0.0,16.0,18.0,0.0,0
Jennifer Jo Cobb,2018,21,0,0,0,2,0.0,29,0.0,27.83,25.83,0.14,4
Jim Rosenblum,2018,2,0,0,1,2,0.0,2,0.0,25.0,13.0,0.0,0
Joe Nemechek,2018,23,1,7,13,16,0.04348,37,0.02703,14.59,19.35,7.78,288
Jordan Anderson,2018,23,0,0,2,13,0.0,23,0.0,22.74,19.91,0.22,5
Josh Reaume,2018,18,0,0,0,5,0.0,21,0.0,25.62,23.67,0.0,0
Kyle Busch,2018,23,3,24,49,64,0.13043,75,0.04,6.89,10.28,16.47,1235
Mark Beaver,2018,14,0,0,0,1,0.0,14,0.0,28.93,27.93,0.0,0
Matthew Miller,2018,4,0,0,0,2,0.0,4,0.0,16.5,17.5,0.0,0
Maury Gallagher,2018,23,10,27,50,82,0.43478,93,0.10753,10.44,10.94,7.52,699
Mike Curb,2018,23,1,7,15,22,0.04348,23,0.04348,7.52,8.74,7.83,180
Mike Harmon,2018,7,0,0,0,0,0.0,7,0.0,28.71,26.57,0.0,0
Mike Mittler,2018,17,0,0,0,1,0.0,18,0.0,25.83,28.44,0.0,0
NextGen Motorsports,2018,2,0,0,0,2,0.0,2,0.0,22.5,17.0,0.0,0
Norm Benning,2018,16,0,0,0,3,0.0,16,0.0,28.5,25.0,0.0,0
Randy Young,2018,23,0,2,11,33,0.0,51,0.0,17.39,17.69,0.16,8
Ray Ciccarelli,2018,1,0,0,0,0,0.0,1,0.0,29.0,25.0,0.0,0
Ricky Benton,2018,1,0,0,1,1,0.0,1,0.0,16.0,7.0,0.0,0
Roper Racing,2018,6,0,0,0,3,0.0,6,0.0,21.67,21.0,0.0,0
Shigeaki Hattori,2018,23,6,13,13,21,0.26087,23,0.26087,11.74,8.91,11.7,269
Steven Lane,2018,5,0,0,1,4,0.0,5,0.0,22.2,18.0,0.0,0
Tracy Lowe,2018,3,0,0,0,0,0.0,3,0.0,30.33,29.0,0.0,0
Tracy Wallace,2018,1,0,0,0,0,0.0,1,0.0,16.0,26.0,0.0,0
Al Niece,2019,23,3,10,24,33,0.13043,52,0.05769,16.48,14.94,11.46,596
All Out Motorsports,2019,7,0,0,0,2,0.0,7,0.0,24.43,21.71,0.0,0
Bill McAnally,2019,4,0,0,1,2,0.0,4,0.0,18.25,21.0,0.0,0
Charlie Henderson,2019,3,0,0,1,3,0.0,3,0.0,21.67,14.33,0.0,0
Chris Fontaine,2019,1,0,0,0,0,0.0,1,0.0,16.0,27.0,0.0,0
Chris Larsen,2019,23,2,12,16,22,0.08696,23,0.08696,8.39,8.52,11.13,256
Clay Greenfield,2019,4,0,0,0,2,0.0,4,0.0,19.5,19.75,0.0,0
Codie Rohrbaugh,2019,9,0,0,1,4,0.0,9,0.0,19.44,21.0,0.0,0
D.J. Copp,2019,3,0,0,0,1,0.0,3,0.0,27.67,24.67,0.0,0
David Gilliland,2019,23,1,4,16,41,0.04348,64,0.01563,14.69,17.23,1.22,78
Duke Thorson,2019,23,1,18,45,60,0.04348,72,0.01389,9.25,10.79,5.4,389
Jason Little,2019,9,0,0,0,4,0.0,9,0.0,22.0,21.11,0.0,0
Jeff Finley,2019,6,0,0,0,2,0.0,6,0.0,22.0,24.17,0.0,0
Jennifer Jo Cobb,2019,19,0,0,0,4,0.0,26,0.0,29.08,24.92,0.0,0
Jim Rosenblum,2019,3,0,0,0,1,0.0,3,0.0,24.67,24.0,0.33,1
Joe Nemechek,2019,23,0,0,2,9,0.0,37,0.0,20.78,24.65,0.14,5
Jordan Anderson,2019,23,0,0,0,12,0.0,23,0.0,20.74,19.74,0.0,0
Josh Reaume,2019,23,0,1,2,18,0.0,46,0.0,27.02,22.57,0.02,1
Kart Idaho Racing,2019,1,0,0,0,1,0.0,1,0.0,25.0,16.0,0.0,0
Kyle Busch,2019,23,7,30,45,68,0.30435,76,0.09211,8.63,9.7,11.54,877
Lou Goss,2019,2,0,0,0,1,0.0,2,0.0,31.0,24.0,0.0,0
Mark Beaver,2019,5,0,0,0,0,0.0,5,0.0,29.8,29.4,0.0,0
Mark Rette,2019,3,0,0,1,3,0.0,3,0.0,21.67,15.33,0.0,0
Maury Gallagher,2019,23,4,17,28,40,0.17391,49,0.08163,7.45,10.98,13.57,665
Mike Affarano,2019,1,0,0,0,0,0.0,1,0.0,18.0,26.0,0.0,0
Mike Curb,2019,23,0,10,18,21,0.0,23,0.0,7.96,8.52,13.17,303
Norm Benning,2019,14,0,0,0,2,0.0,14,0.0,29.93,24.79,0.0,0
Randy Young,2019,23,1,3,5,44,0.04348,69,0.01449,19.58,18.68,0.2,14
Ray Ciccarelli,2019,9,0,0,1,3,0.0,9,0.0,26.67,22.0,0.11,1
Ricky Benton,2019,1,0,0,0,0,0.0,1,0.0,26.0,22.0,0.0,0
Roper Racing,2019,10,0,0,1,5,0.0,10,0.0,20.6,21.2,0.0,0
Shigeaki Hattori,2019,23,4,7,13,17,0.17391,23,0.17391,8.65,12.61,9.09,209
Steven Lane,2019,16,0,1,5,10,0.0,16,0.0,17.81,16.5,0.0,0
Tim Self,2019,23,0,1,4,18,0.0,23,0.0,19.26,17.09,0.0,0
Timmy Hill,2019,11,0,1,1,5,0.0,11,0.0,24.36,18.91,0.0,0
Tracy Wallace,2019,1,0,0,0,1,0.0,1,0.0,14.0,11.0,0.0,0
Trey Hutchens,2019,2,0,0,0,1,0.0,2,0.0,24.0,20.0,0.0,0
Al Niece,2020,23,0,3,13,42,0.0,77,0.0,20.91,20.31,0.42,32
All Out Motorsports,2020,7,0,0,0,1,0.0,7,0.0,25.43,28.14,0.0,0
Bill McAnally,2020,23,0,3,13,18,0.0,23,0.0,13.0,12.96,1.35,31
Bob Jenkins,2020,23,0,4,10,16,0.0,23,0.0,12.83,16.13,4.26,98
Boyd Long,2020,4,0,0,0,1,0.0,4,0.0,37.25,24.75,0.75,3
Charlie Henderson,2020,8,0,1,3,6,0.0,8,0.0,31.0,15.88,0.88,7
Chris Larsen,2020,23,0,3,13,16,0.0,23,0.0,16.87,15.35,1.35,31
Clay Greenfield,2020,19,0,0,0,4,0.0,19,0.0,28.37,24.89,0.0,0
Codie Rohrbaugh,2020,17,0,2,3,6,0.0,17,0.0,24.53,23.59,0.0,0
David Gilliland,2020,23,0,4,10,22,0.0,30,0.0,18.93,16.3,0.13,4
Duke Thorson,2020,23,2,21,37,55,0.08696,69,0.02899,9.71,12.57,3.9,269
Jennifer Jo Cobb,2020,21,0,0,0,0,0.0,21,0.0,31.38,30.19,0.76,16
Jim Rosenblum,2020,7,0,0,0,0,0.0,7,0.0,34.86,31.86,0.0,0
Joe Nemechek,2020,6,0,0,1,2,0.0,6,0.0,34.83,22.33,0.33,2
Jordan Anderson,2020,23,0,1,2,8,0.0,23,0.0,23.26,23.3,0.04,1
Josh Reaume,2020,23,0,0,1,6,0.0,48,0.0,28.65,27.19,0.02,1
Kyle Busch,2020,23,5,21,29,53,0.21739,69,0.07246,9.36,13.25,8.58,592
Logan Puckett,2020,8,0,0,0,1,0.0,8,0.0,32.38,25.25,0.0,0
Mark Cram,2020,10,0,0,0,2,0.0,10,0.0,29.3,26.8,0.0,0
Maury Gallagher,2020,23,10,33,59,95,0.43478,113,0.0885,8.96,11.95,14.21,1606
Mike Curb,2020,23,4,8,13,20,0.17391,23,0.17391,6.65,10.43,6.78,156
Norm Benning,2020,17,0,0,0,0,0.0,17,0.0,33.76,30.71,0.0,0
Randy Young,2020,23,0,0,0,17,0.0,46,0.0,23.52,23.54,0.02,1
Ray Ciccarelli,2020,19,0,0,0,0,0.0,30,0.0,33.93,29.93,0.0,0
Roper Racing,2020,12,0,0,0,3,0.0,12,0.0,24.0,23.92,0.0,0
Shigeaki Hattori,2020,23,2,11,17,20,0.08696,23,0.08696,5.74,9.0,15.13,348
Spencer Davis,2020,14,0,0,0,7,0.0,14,0.0,27.79,22.21,0.0,0
Steven Lane,2020,22,0,0,2,12,0.0,22,0.0,22.77,21.82,0.0,0
Tim Self,2020,23,0,0,2,15,0.0,23,0.0,21.3,20.83,0.0,0
Timmy Hill,2020,23,0,0,2,12,0.0,23,0.0,23.0,19.7,0.09,2
Trey Hutchens,2020,3,0,0,0,0,0.0,3,0.0,38.67,33.67,0.0,0
Al Niece,2021,22,0,6,14,42,0.0,76,0.0,19.49,20.33,0.95,72
Bill McAnally,2021,22,0,1,4,13,0.0,22,0.0,16.0,19.73,2.64,58
Bob Jenkins,2021,22,1,10,16,19,0.04545,22,0.04545,8.18,9.55,16.32,359
Charlie Henderson,2021,12,0,2,5,8,0.0,12,0.0,27.25,16.42,0.0,0
Chris Larsen,2021,22,0,7,9,16,0.0,23,0.0,11.13,15.0,0.87,20
Clay Greenfield,2021,1,0,0,0,1,0.0,1,0.0,38.0,19.0,0.0,0
Codie Rohrbaugh,2021,20,0,1,4,11,0.0,20,0.0,24.1,21.55,0.0,0
David Gilliland,2021,22,1,3,7,28,0.04545,58,0.01724,21.17,21.43,0.45,26
Duke Thorson,2021,22,2,18,39,58,0.09091,72,0.02778,10.18,12.54,2.14,154
Jennifer Jo Cobb,2021,19,0,0,0,1,0.0,19,0.0,32.63,31.74,0.0,0
Jim Rosenblum,2021,3,0,0,0,1,0.0,3,0.0,35.67,30.67,0.67,2
Joe Nemechek,2021,1,0,0,0,1,0.0,1,0.0,37.0,13.0,0.0,0
Jordan Anderson,2021,20,0,1,2,3,0.0,20,0.0,28.9,25.2,0.0,0
Josh Reaume,2021,22,0,0,0,5,0.0,42,0.0,32.52,28.64,0.02,1
Kyle Busch,2021,22,10,24,33,45,0.45455,66,0.15152,10.95,14.39,16.89,1115
Mark Cram,2021,18,0,0,1,2,0.0,18,0.0,30.78,25.72,0.11,2
Maury Gallagher,2021,22,4,17,36,65,0.18182,110,0.03636,14.54,18.36,8.39,923
Mike Curb,2021,22,1,7,13,18,0.04545,22,0.04545,12.77,10.55,6.14,135
Norm Benning,2021,13,0,0,0,2,0.0,13,0.0,36.54,32.31,0.0,0
Rackley W.A.R.,2021,22,0,0,1,10,0.0,23,0.0,21.0,22.22,0.17,4
Randy Young,2021,22,1,2,5,22,0.04545,64,0.01563,24.91,24.06,0.2,13
Ray Ciccarelli,2021,11,0,0,0,0,0.0,11,0.0,36.64,30.82,0.0,0
Roper Racing,2021,19,0,2,3,7,0.0,19,0.0,27.11,24.89,0.0,0
Shigeaki Hattori,2021,22,2,8,15,17,0.09091,22,0.09091,8.18,11.18,3.41,75
Spencer Davis,2021,12,0,0,0,5,0.0,12,0.0,30.75,21.75,0.0,0
Stacy Holmes,2021,12,0,0,3,5,0.0,12,0.0,30.5,20.92,1.0,12
Steven Lane,2021,22,0,0,2,10,0.0,22,0.0,24.45,23.73,0.0,0
Tim Self,2021,22,0,0,4,16,0.0,23,0.0,16.96,18.48,0.0,0
Timmy Hill,2021,20,0,1,4,9,0.0,20,0.0,27.75,20.8,0.05,1
Trey Hutchens,2021,2,0,0,0,0,0.0,2,0.0,33.0,32.5,0.0,0
Al Niece,2022,23,1,9,14,40,0.04348,99,0.0101,20.18,21.69,3.55,351
Bill McAnally,2022,23,0,0,10,33,0.0,51,0.0,16.88,17.84,1.08,55
Bob Jenkins,2022,23,4,14,19,21,0.17391,23,0.17391,9.74,7.7,21.39,492
Bruce Cook,2022,1,0,0,0,1,0.0,1,0.0,25.0,12.0,0.0,0
Charlie Henderson,2022,12,1,4,8,12,0.08333,12,0.08333,15.25,9.17,5.67,68
Chris Larsen,2022,23,1,9,15,28,0.04348,33,0.0303,12.09,12.94,4.18,138
Codie Rohrbaugh,2022,22,0,0,0,1,0.0,22,0.0,26.45,27.77,0.0,0
David Gilliland,2022,23,2,10,20,46,0.08696,70,0.02857,16.0,17.07,2.73,191
Duke Thorson,2022,23,3,22,42,60,0.13043,73,0.0411,11.52,11.6,8.0,584
G2G Racing,2022,16,0,0,0,1,0.0,18,0.0,31.22,30.0,0.0,0
Jennifer Jo Cobb,2022,1,0,0,0,0,0.0,1,0.0,31.0,32.0,0.0,0
Jim Rosenblum,2022,2,0,0,0,0,0.0,2,0.0,23.5,29.0,0.0,0
Jordan Anderson,2022,6,0,0,0,4,0.0,6,0.0,27.17,21.17,0.0,0
Josh Reaume,2022,22,0,0,0,6,0.0,42,0.0,32.48,28.83,0.0,0
Kyle Busch,2022,23,8,29,46,53,0.34783,69,0.11594,7.61,10.88,15.1,1042
Maury Gallagher,2022,23,1,7,12,24,0.04348,46,0.02174,16.24,18.65,0.96,44
Mike Curb,2022,23,0,8,15,20,0.0,23,0.0,10.57,10.87,4.48,103
Rackley W.A.R.,2022,23,1,1,7,18,0.04348,24,0.04167,15.71,16.38,0.04,1
Randy Young,2022,23,0,0,3,22,0.0,66,0.0,25.65,24.41,0.0,0
Ray Ciccarelli,2022,1,0,0,0,0,0.0,1,0.0,22.0,32.0,0.0,0
Shigeaki Hattori,2022,23,0,0,10,35,0.0,45,0.0,17.11,16.11,0.29,13
Spire Motorsports,2022,11,1,1,3,5,0.09091,11,0.09091,16.36,19.73,8.73,96
Stacy Holmes,2022,10,0,1,2,5,0.0,10,0.0,24.8,21.5,0.6,6
Steven Lane,2022,22,0,0,1,6,0.0,22,0.0,26.36,22.68,0.0,0
Tim Self,2022,22,0,0,3,8,0.0,24,0.0,22.29,22.96,0.0,0
Timmy Hill,2022,23,0,0,0,11,0.0,30,0.0,28.6,22.5,0.1,3
Trey Hutchens,2022,1,0,0,0,0,0.0,1,0.0,32.0,29.0,0.0,0
Al Niece,2023,23,4,16,21,45,0.17391,68,0.05882,17.06,16.68,4.16,283
Backyard Blues Pools,2023,1,0,0,0,0,0.0,1,0.0,31.0,35.0,0.0,0
Bill McAnally,2023,23,4,13,23,37,0.17391,46,0.08696,10.96,12.48,7.63,351
Bob Jenkins,2023,23,3,11,11,15,0.13043,24,0.125,11.83,14.21,10.38,249
Bruce Cook,2023,1,0,0,0,0,0.0,1,0.0,31.0,34.0,0.0,0
Charlie Henderson,2023,8,0,0,1,2,0.0,8,0.0,21.13,25.38,1.25,10
Chris Larsen,2023,23,0,5,7,12,0.0,23,0.0,16.61,17.57,0.57,13
Codie Rohrbaugh,2023,23,0,1,1,10,0.0,23,0.0,23.96,22.43,0.09,2
David Gilliland,2023,23,3,23,45,77,0.13043,112,0.02679,14.06,15.49,6.34,710
Duke Thorson,2023,23,2,10,26,58,0.08696,80,0.025,17.59,16.06,3.56,285
G2G Racing,2023,11,0,0,0,2,0.0,13,0.0,31.08,30.31,0.0,0
Jennifer Jo Cobb,2023,1,0,0,0,0,0.0,1,0.0,30.0,34.0,0.0,0
Jim Rosenblum,2023,1,0,0,0,0,0.0,1,0.0,30.0,36.0,0.0,0
Josh Reaume,2023,17,0,0,0,2,0.0,25,0.0,31.48,28.72,0.0,0
Kevin Cywinski,2023,20,0,0,1,3,0.0,20,0.0,29.0,25.15,0.0,0
Kyle Busch,2023,23,2,10,21,33,0.08696,46,0.04348,9.91,14.63,4.24,195
Larry Berg,2023,1,0,0,0,0,0.0,1,0.0,28.0,33.0,0.0,0
Maury Gallagher,2023,23,3,9,18,49,0.13043,69,0.04348,14.77,15.77,3.45,238
Max Siegel,2023,23,0,2,12,19,0.0,23,0.0,9.09,13.0,13.43,309
Mike Curb,2023,23,1,8,14,18,0.04348,23,0.04348,5.78,11.52,21.04,484
Norm Benning,2023,2,0,0,0,0,0.0,2,0.0,31.5,26.0,0.0,0
Rackley W.A.R.,2023,23,0,3,13,17,0.0,23,0.0,17.52,14.22,0.7,16
Randy Young,2023,23,0,0,2,12,0.0,65,0.0,28.06,26.15,0.02,1
Roper Racing,2023,16,0,0,1,4,0.0,16,0.0,27.06,24.75,0.06,1
Shigeaki Hattori,2023,23,0,2,8,18,0.0,31,0.0,18.23,18.87,0.48,15
Spire Motorsports,2023,11,1,2,3,8,0.09091,12,0.08333,18.25,17.5,13.08,157
Stacy Holmes,2023,21,0,0,0,8,0.0,21,0.0,24.1,23.05,0.24,5
Steven Lane,2023,17,0,0,1,5,0.0,17,0.0,31.18,23.94,0.0,0
Terry Carroll,2023,4,0,0,0,0,0.0,4,0.0,31.75,29.25,0.0,0
Timmy Hill,2023,22,0,0,1,6,0.0,22,0.0,28.82,22.36,0.09,2
Trey Hutchens,2023,1,0,0,0,0,0.0,1,0.0,30.0,30.0,0.0,0
