owner,owner_overall_races,owner_overall_wins,owner_overall_win_pct,owner_overall_top_5,owner_overall_top_10,owner_overall_top_20,owner_overall_cars_raced,owner_overall_car_win_pct,owner_overall_avg_start,owner_overall_avg_finish,owner_overall_laps_led,owner_overall_avg_laps_led
Kevin Cywinski,53,0,0.0,1,10,27,53,0.0,21.43,21.11,24,0.45
Kevin Grubb,22,0,0.0,2,5,8,22,0.0,16.73,22.41,26,1.18
Kevin Harvick,249,10,0.04016,96,178,262,367,0.02725,14.31,14.69,2551,6.95
Kevin Horton,1,0,0.0,0,0,0,1,0.0,31.0,25.0,0,0.0
Kevin Lepage,72,0,0.0,2,13,35,73,0.0,21.97,21.82,139,1.9
Kevin O'Connell,1,0,0.0,0,0,0,1,0.0,34.0,37.0,0,0.0
Kevin Sasser,2,0,0.0,0,0,1,2,0.0,24.5,29.0,0,0.0
Kevin Schwantz,9,0,0.0,0,0,0,9,0.0,24.78,33.11,0,0.0
King of the Road Vans,1,0,0.0,0,0,0,1,0.0,41.0,41.0,0,0.0
Kirby Pollard,6,0,0.0,0,0,1,6,0.0,27.67,27.67,0,0.0
Kopy King,16,0,0.0,0,3,12,17,0.0,14.0,17.47,0,0.0
Kristin Hamelin,18,0,0.0,0,0,0,18,0.0,34.33,28.67,0,0.0
Kutcha Racing,1,0,0.0,0,0,0,1,0.0,44.0,42.0,0,0.0
"Kwik Way, Inc.",2,0,0.0,1,1,1,2,0.0,21.5,17.0,0,0.0
Kyle Busch,67,1,0.01493,18,35,54,67,0.01493,11.15,12.61,526,7.85
Kyle Petty,67,0,0.0,4,9,28,68,0.0,25.29,23.72,36,0.53
L-Tec,1,0,0.0,0,0,0,1,0.0,35.0,31.0,0,0.0
L.C. Poff,1,0,0.0,0,1,1,1,0.0,19.0,7.0,0,0.0
"L.W. Miller, Sr.",6,0,0.0,0,0,1,6,0.0,31.17,33.5,0,0.0
Lacks Auto Service,11,0,0.0,0,1,8,11,0.0,23.27,17.55,0,0.0
Lady & Son Auction,1,0,0.0,0,0,0,1,0.0,29.0,29.0,0,0.0
Lail's Car Parts,1,0,0.0,0,0,0,1,0.0,25.0,36.0,0,0.0
Lake Morey Inn,1,0,0.0,0,0,0,1,0.0,30.0,36.0,0,0.0
Lake Speed,6,0,0.0,2,3,3,6,0.0,9.83,15.17,31,5.17
Langdon Racing,1,0,0.0,0,0,0,2,0.0,32.0,26.0,0,0.0
Larry Brolsma,10,0,0.0,0,0,2,10,0.0,33.2,27.7,0,0.0
Larry Carroll,1,0,0.0,0,0,0,1,0.0,41.0,41.0,0,0.0
Larry Cates,1,0,0.0,0,0,0,1,0.0,34.0,36.0,0,0.0
Larry Fuda,2,0,0.0,0,0,0,2,0.0,38.0,38.5,0,0.0
Larry Hedrick,17,0,0.0,1,7,13,17,0.0,21.71,15.47,0,0.0
Larry Holland,1,0,0.0,0,0,1,1,0.0,12.0,19.0,0,0.0
Larry Hollenbeck,5,0,0.0,0,0,1,5,0.0,33.2,28.4,0,0.0
Larry Lockamy,23,0,0.0,2,3,7,23,0.0,21.35,24.43,119,5.17
Larry McClure,1,0,0.0,0,0,0,1,0.0,17.0,42.0,0,0.0
Larry Schwartz,1,0,0.0,0,0,0,1,0.0,36.0,32.0,0,0.0
Larry Walker,15,0,0.0,0,0,7,15,0.0,29.4,22.8,0,0.0
Laugeni Painting,1,0,0.0,0,0,0,1,0.0,42.0,27.0,0,0.0
Lawson-Fitzgerald Garage,46,0,0.0,0,3,32,46,0.0,17.91,17.96,0,0.0
Layton Construction,1,0,0.0,0,0,0,1,0.0,32.0,24.0,0,0.0
Leavine Family Racing,1,0,0.0,0,0,0,1,0.0,21.0,37.0,0,0.0
Lee Leslie,1,0,0.0,0,0,0,1,0.0,9.0,30.0,14,14.0
Lee Smith,3,0,0.0,0,0,0,3,0.0,32.67,39.0,0,0.0
Len Boehler,6,0,0.0,1,1,4,6,0.0,20.33,19.67,1,0.17
Leo Cleary,1,0,0.0,0,0,0,1,0.0,23.0,25.0,0,0.0
Leo Poirier,1,0,0.0,0,0,0,1,0.0,8.0,22.0,0,0.0
Leon Fox,16,0,0.0,0,3,7,16,0.0,23.06,23.5,9,0.56
Leonard Vahsholtz,3,0,0.0,0,0,2,3,0.0,28.33,23.33,0,0.0
Leroy Throop,6,1,0.16667,2,3,4,6,0.16667,10.33,12.83,54,9.0
Lester Burnette,1,0,0.0,0,0,0,1,0.0,32.0,32.0,0,0.0
Letarte Race Cars,1,0,0.0,0,0,0,1,0.0,23.0,35.0,0,0.0
Levi Garrett,2,0,0.0,0,2,2,2,0.0,12.0,7.5,7,3.5
Lewis Cooper,96,1,0.01042,7,26,63,96,0.01042,17.89,17.32,127,1.32
Lexington Special,1,0,0.0,0,0,1,1,0.0,36.0,18.0,0,0.0
Lighting & Fans,1,0,0.0,0,0,1,1,0.0,35.0,20.0,0,0.0
Lind Racing,1,0,0.0,0,0,0,1,0.0,39.0,38.0,0,0.0
Lindy White,53,3,0.0566,12,21,37,53,0.0566,11.36,14.49,390,7.36
Linville Construction,1,0,0.0,0,0,1,1,0.0,21.0,18.0,0,0.0
Linville Racing,1,0,0.0,0,0,1,1,0.0,24.0,20.0,0,0.0
Lisa Young,1,0,0.0,0,0,0,1,0.0,33.0,32.0,0,0.0
Little Dan's Quick Pick,1,0,0.0,0,0,0,1,0.0,37.0,36.0,0,0.0
Lloyd Gillie,1,0,0.0,0,0,0,1,0.0,35.0,33.0,0,0.0
Lombard Body & Paint,1,0,0.0,0,0,1,1,0.0,18.0,16.0,0,0.0
Longwood Restaurant,3,0,0.0,1,2,3,3,0.0,20.67,9.67,0,0.0
Lori Morgan,1,0,0.0,0,0,0,1,0.0,43.0,42.0,0,0.0
Louis Rettenmeier,1,0,0.0,0,0,0,1,0.0,34.0,37.0,0,0.0
Loven Racing,1,0,0.0,0,0,1,1,0.0,9.0,18.0,0,0.0
"Loven, Inc.",1,0,0.0,0,0,0,1,0.0,27.0,29.0,0,0.0
Lowe Smith,7,0,0.0,0,0,5,7,0.0,20.75,18.0,0,0.0
Lowe's,2,0,0.0,0,0,1,2,0.0,23.0,25.0,0,0.0
Lowe's / Colonial Tire,2,0,0.0,1,1,1,2,0.0,17.0,15.0,0,0.0
Lowell Bennett,7,0,0.0,0,0,0,7,0.0,29.0,30.57,0,0.0
Lucky J Coal,3,0,0.0,0,0,1,3,0.0,39.67,27.67,0,0.0
Lucretia Boyd,1,0,0.0,0,0,0,1,0.0,28.0,28.0,0,0.0
Lussier Pontiac-Buick,1,0,0.0,0,0,0,1,0.0,28.0,31.0,0,0.0
Lynn Peters,2,0,0.0,0,1,2,2,0.0,23.0,10.0,0,0.0
M.J. Sullivan,9,0,0.0,0,3,6,9,0.0,24.33,18.0,2,0.22
MAP Racing,1,0,0.0,0,0,0,1,0.0,11.0,30.0,0,0.0
MSRP Motorsports,68,0,0.0,0,0,0,121,0.0,29.31,40.53,0,0.0
MSW / Fredrickson,1,0,0.0,0,0,1,1,0.0,26.0,11.0,0,0.0
Mac Martin,136,2,0.01471,21,42,73,136,0.01471,18.22,18.53,541,3.98
Magic Land Video,4,0,0.0,1,1,3,4,0.0,13.0,15.75,4,1.0
Magness Construction,1,0,0.0,0,0,0,1,0.0,30.0,29.0,0,0.0
Marc Davis,2,0,0.0,0,0,0,2,0.0,28.5,28.0,0,0.0
Marc Madison,1,0,0.0,0,0,0,1,0.0,33.0,30.0,0,0.0
Marc Reno,7,0,0.0,0,2,4,7,0.0,19.86,20.86,0,0.0
Marilyn Smith,75,9,0.12,32,41,61,75,0.12,5.21,11.2,2642,35.23
Mario Gosselin,307,0,0.0,3,38,231,620,0.0,25.27,23.78,84,0.14
Marion Cox,15,0,0.0,0,2,4,15,0.0,23.4,26.87,1,0.07
Marion Sadler,1,0,0.0,0,0,1,1,0.0,20.0,14.0,0,0.0
Mark Albertson,1,0,0.0,0,0,0,1,0.0,43.0,34.0,0,0.0
Mark Beaver,33,0,0.0,0,0,0,33,0.0,34.76,33.15,0,0.0
Mark Gant,1,0,0.0,0,0,0,1,0.0,35.0,23.0,0,0.0
Mark Gibson,8,0,0.0,0,0,2,8,0.0,33.71,25.38,0,0.0
Mark Golembeski,1,0,0.0,0,0,0,1,0.0,38.0,43.0,0,0.0
Mark Simo,2,0,0.0,0,0,0,2,0.0,15.5,36.5,0,0.0
Mark Smith,252,0,0.0,1,19,253,854,0.0,26.35,26.86,70,0.08
Mark Thomas,120,0,0.0,6,33,84,120,0.0,21.99,17.23,79,0.66
Mark Watkins,2,0,0.0,0,0,0,2,0.0,39.0,31.0,0,0.0
Mark Whitaker,6,0,0.0,0,0,1,6,0.0,27.67,26.83,0,0.0
"Martin Truex, Sr.",19,0,0.0,0,0,6,19,0.0,25.21,24.16,0,0.0
Marty Bezema,12,0,0.0,0,5,8,12,0.0,23.08,17.0,0,0.0
Marty Ward,6,0,0.0,0,0,2,6,0.0,27.67,27.5,0,0.0
Martyn Glidden,10,0,0.0,0,0,0,10,0.0,38.3,32.3,0,0.0
Marvin Ragan,4,0,0.0,0,0,1,4,0.0,27.0,23.0,0,0.0
Marvin Thackston,162,0,0.0,4,31,86,162,0.0,22.66,19.84,13,0.08
Mary Louise Miller,189,0,0.0,1,2,57,189,0.0,27.43,25.14,4,0.02
Matson Pool Manufacturing,2,0,0.0,0,0,2,2,0.0,32.0,17.5,0,0.0
Matt Hurley,7,0,0.0,0,1,5,7,0.0,22.43,18.0,0,0.0
Matt Kobyluck,4,0,0.0,0,0,0,4,0.0,31.0,37.5,0,0.0
Matten Computers,2,0,0.0,0,0,0,2,0.0,31.5,28.0,0,0.0
Matthew Kaulig,284,26,0.09155,129,295,470,590,0.04407,11.49,13.35,2918,4.95
Matthews Auto Parts,1,0,0.0,0,0,0,1,0.0,41.0,34.0,0,0.0
Maurice Brown,1,0,0.0,0,1,1,1,0.0,40.0,9.0,0,0.0
Maury Gallagher,106,1,0.00943,12,38,76,116,0.00862,16.54,17.35,52,0.45
Max Berrier,51,0,0.0,1,6,29,51,0.0,22.41,19.29,0,0.0
Max Prestwood,33,0,0.0,6,9,24,33,0.0,15.21,15.64,138,4.18
Maxie's Vending,4,0,0.0,0,0,1,4,0.0,30.75,24.0,0,0.0
Maxx Race Cards,1,0,0.0,0,0,0,1,0.0,29.0,29.0,0,0.0
McCabe Bait,1,0,0.0,0,0,1,1,0.0,32.0,12.0,0,0.0
McDowell Racing,2,0,0.0,0,0,1,2,0.0,24.5,20.0,0,0.0
McGraw's Used Auto Parts,1,0,0.0,0,0,0,1,0.0,28.0,27.0,0,0.0
Meadow Gold,4,0,0.0,0,0,3,4,0.0,22.5,19.0,0,0.0
Meadow Gold Dairy,1,0,0.0,0,0,1,1,0.0,24.0,13.0,0,0.0
Meineke Muffler,1,0,0.0,0,0,1,1,0.0,34.0,18.0,0,0.0
Meredith Ruark,90,0,0.0,0,3,26,90,0.0,26.32,26.86,2,0.02
Merv Treichler,1,0,0.0,0,0,1,1,0.0,9.0,14.0,0,0.0
Metro,1,0,0.0,0,0,1,1,0.0,27.0,20.0,0,0.0
Michael Baldauf,4,0,0.0,1,2,2,4,0.0,18.75,18.75,7,1.75
Michael Broyhill,6,0,0.0,1,4,6,6,0.0,14.5,11.0,0,0.0
Michael Contarino,1,0,0.0,0,0,0,1,0.0,33.0,38.0,0,0.0
Michael Holigan,6,0,0.0,0,0,0,6,0.0,29.0,29.67,0,0.0
Michael Kranefuss,19,0,0.0,5,14,16,19,0.0,13.11,10.84,104,5.47
Michael Marden,1,0,0.0,0,0,0,1,0.0,26.0,22.0,0,0.0
Michael Peck,1,0,0.0,0,0,0,1,0.0,40.0,24.0,0,0.0
Michael Waltrip,383,5,0.01305,55,129,257,413,0.01211,18.39,18.5,1819,4.4
Mike Alexander,71,2,0.02817,18,31,52,71,0.02817,11.86,14.58,720,10.14
Mike Bales,1,0,0.0,0,0,0,1,0.0,42.0,38.0,0,0.0
Mike Curb,311,1,0.00322,10,48,134,336,0.00298,22.45,23.57,217,0.65
Mike Day,119,9,0.07563,57,83,103,119,0.07563,9.01,9.61,1360,11.43
Mike Greci,29,0,0.0,2,4,13,30,0.0,22.67,23.3,18,0.6
Mike Greenwell,1,0,0.0,0,0,1,1,0.0,25.0,19.0,0,0.0
Mike Harmon,334,0,0.0,0,2,34,395,0.0,34.19,31.21,13,0.03
Mike Laughlin,158,0,0.0,4,10,50,158,0.0,24.85,25.23,86,0.54
Mike Oliver,3,0,0.0,0,0,0,3,0.0,30.0,29.33,0,0.0
Mike Olsen,11,0,0.0,0,0,1,11,0.0,37.27,29.55,0,0.0
Mike Porter,8,0,0.0,0,0,2,8,0.0,20.75,23.25,0,0.0
Mike Smith,12,0,0.0,0,0,2,12,0.0,32.75,34.17,0,0.0
Mike Stefanik,1,0,0.0,0,0,1,1,0.0,31.0,16.0,0,0.0
Mike Swaim,76,0,0.0,4,12,38,76,0.0,22.16,20.08,23,0.3
Mike Watts,5,0,0.0,0,0,2,5,0.0,28.2,21.8,0,0.0
Miller High Life,1,0,0.0,0,1,3,3,0.0,14.33,10.33,0,0.0
Mina Gordon,1,0,0.0,0,1,1,1,0.0,26.0,10.0,0,0.0
Minton Wrecking,1,0,0.0,0,0,0,1,0.0,19.0,28.0,0,0.0
Mitton Electric,1,0,0.0,0,0,0,1,0.0,28.0,25.0,0,0.0
Mobil 1,3,0,0.0,0,1,2,3,0.0,17.0,17.0,3,1.0
Model City Auto Parts,4,0,0.0,0,1,3,4,0.0,29.5,15.75,0,0.0
Moody Builders,3,0,0.0,0,0,0,3,0.0,26.0,38.67,37,12.33
Moore Motors / Green Auto,1,0,0.0,0,0,0,1,0.0,39.0,24.0,0,0.0
Moore Motors / Green's Amoco,1,0,0.0,0,0,1,1,0.0,21.0,18.0,0,0.0
Moore Racing,1,0,0.0,0,0,1,1,0.0,36.0,11.0,0,0.0
Morgan Shepherd,349,4,0.01146,14,24,47,366,0.01093,30.55,31.57,428,1.17
Motor Supply Corp.,1,0,0.0,0,0,1,1,0.0,28.0,18.0,0,0.0
Motorola / Racing Radios,1,0,0.0,0,0,1,1,0.0,28.0,13.0,0,0.0
Motorsports Designs,6,0,0.0,0,0,1,6,0.0,28.17,27.17,0,0.0
Motorsports Training,1,0,0.0,0,0,1,1,0.0,26.0,17.0,0,0.0
Myers Racing,1,0,0.0,0,0,1,1,0.0,21.0,19.0,0,0.0
NE Racing Products,1,0,0.0,0,0,0,1,0.0,31.0,36.0,0,0.0
Nalley Carolina Trucks,30,0,0.0,1,11,26,30,0.0,17.37,13.33,0,0.0
Neal's Enterprises,1,0,0.0,0,0,1,1,0.0,19.0,13.0,0,0.0
Ned Jarrett,1,0,0.0,0,0,0,1,0.0,27.0,27.0,0,0.0
Ned LaWarre,15,0,0.0,0,0,6,15,0.0,24.87,26.93,0,0.0
Neil Bonnett,5,0,0.0,0,0,3,5,0.0,19.8,23.0,0,0.0
Neil Chaffin,4,0,0.0,0,0,0,4,0.0,16.25,28.75,0,0.0
Nelson Building Supply,11,0,0.0,0,1,5,11,0.0,19.91,20.45,0,0.0
Nelson Trucking,1,0,0.0,0,1,1,1,0.0,7.0,10.0,18,18.0
Nestle Quik,1,0,0.0,0,0,0,1,0.0,15.0,23.0,0,0.0
Nevada Auto Sales,4,0,0.0,0,0,1,4,0.0,26.25,26.25,0,0.0
Nevada Used Car Sales,1,0,0.0,0,0,1,1,0.0,28.0,18.0,0,0.0
New-Con Leasing,1,0,0.0,0,0,1,1,0.0,17.0,13.0,0,0.0
New-Lon Leasing,1,0,0.0,0,0,1,1,0.0,18.0,16.0,0,0.0
NewJac Metal Fabricating,1,0,0.0,0,0,0,1,0.0,23.0,30.0,0,0.0
NextGen Motorsports,1,0,0.0,0,0,0,1,0.0,33.0,34.0,0,0.0
Nimnicht,1,0,0.0,0,0,0,1,0.0,29.0,38.0,0,0.0
Nissen Racing,9,0,0.0,1,3,6,9,0.0,9.89,14.33,0,0.0
No. 9 Mining Company,2,0,0.0,0,0,0,2,0.0,30.0,24.5,0,0.0
Norm Benning,3,0,0.0,0,0,0,3,0.0,41.33,38.0,0,0.0
North America Racing Insurance,2,0,0.0,0,0,0,2,0.0,25.0,26.0,0,0.0
O.B. Elliott,4,0,0.0,0,0,2,4,0.0,31.67,23.5,0,0.0
Oakwood Mobile Homes,1,0,0.0,0,0,0,1,0.0,35.0,21.0,0,0.0
Oceans East / Dyson,1,0,0.0,0,0,1,1,0.0,23.0,14.0,0,0.0
Old Milwaukee,1,0,0.0,0,0,0,1,0.0,6.0,21.0,0,0.0
Oldtown Auto Parts,1,0,0.0,0,0,1,1,0.0,23.0,14.0,0,0.0
One Stop Food Shop,1,0,0.0,0,0,0,1,0.0,32.0,28.0,0,0.0
Orchard Park Redi-Mix,1,0,0.0,0,0,0,1,0.0,24.0,34.0,0,0.0
Orvil Reedy,16,0,0.0,0,0,10,16,0.0,22.56,20.13,0,0.0
Owens Racing,2,0,0.0,0,0,2,2,0.0,31.5,16.0,0,0.0
Page Sales,2,0,0.0,0,0,0,2,0.0,36.0,25.0,0,0.0
Parkway,1,0,0.0,0,0,0,1,0.0,29.0,27.0,0,0.0
Parkway Gas,1,0,0.0,0,0,1,1,0.0,26.0,15.0,0,0.0
Pat Davison,10,0,0.0,0,2,4,10,0.0,24.5,22.7,0,0.0
Pat MacDonald,243,0,0.0,0,2,52,260,0.0,30.12,27.26,2,0.01
Pat Shaw,1,0,0.0,0,0,0,1,0.0,37.0,38.0,0,0.0
Pathway Homes,1,0,0.0,0,0,1,1,0.0,19.0,12.0,0,0.0
Patterson Racing,1,0,0.0,0,0,1,1,0.0,15.0,19.0,0,0.0
Patty Moise,36,0,0.0,0,2,16,36,0.0,22.33,23.03,18,0.5
Paul Mauceri,1,0,0.0,0,0,0,1,0.0,37.0,34.0,0,0.0
Peeler Jersey Farms,1,0,0.0,0,0,0,1,0.0,18.0,24.0,0,0.0
Perdue,1,0,0.0,0,1,1,1,0.0,11.0,9.0,0,0.0
Pete Bradshaw,1,0,0.0,0,0,0,1,0.0,40.0,39.0,0,0.0
Pete Silva,4,0,0.0,1,3,4,4,0.0,6.0,9.5,0,0.0
Pete Szekeres,33,0,0.0,0,0,5,34,0.0,31.59,31.97,1,0.03
Pete's Jet Skis,1,0,0.0,0,0,0,1,0.0,25.0,21.0,0,0.0
Peter Frank,1,0,0.0,0,0,0,1,0.0,34.0,36.0,0,0.0
Peter Gibbons,2,0,0.0,0,0,0,2,0.0,24.0,23.0,0,0.0
Petty Enterprises,75,0,0.0,0,9,40,75,0.0,22.31,21.32,41,0.55
Phil Barkdoll / Tracy Leslie,1,0,0.0,0,0,0,1,0.0,14.0,43.0,0,0.0
Phil Bonifield,2,0,0.0,0,0,0,2,0.0,41.0,32.5,0,0.0
Phil Parsons,151,1,0.00662,19,46,87,153,0.00654,22.37,19.33,160,1.05
Pierce Air Tool,1,0,0.0,0,0,0,1,0.0,18.0,33.0,0,0.0
Pierce Air Tool Co.,1,0,0.0,0,0,0,1,0.0,20.0,34.0,0,0.0
Plainstown Auto,1,0,0.0,0,0,0,1,0.0,33.0,30.0,0,0.0
Playcraft,1,0,0.0,0,0,0,1,0.0,40.0,40.0,0,0.0
Pleasant Hill Gardens,2,0,0.0,0,0,0,2,0.0,22.0,30.0,0,0.0
Plessinger Racing,1,0,0.0,1,1,1,1,0.0,11.0,2.0,1,1.0
Poeler Farm / Deasey Auto,1,0,0.0,0,0,0,1,0.0,25.0,26.0,1,1.0
Poff Racing,2,0,0.0,0,0,1,2,0.0,16.0,26.0,8,4.0
Polaris / G.B. Carrier,1,0,0.0,0,0,0,1,0.0,18.0,31.0,0,0.0
Pontiac Dealers of South Carolina,1,0,0.0,0,0,0,1,0.0,32.0,31.0,0,0.0
Porter Lanigan,3,0,0.0,0,0,0,3,0.0,35.67,31.67,0,0.0
Porter Racing,2,0,0.0,0,0,1,2,0.0,28.0,22.5,0,0.0
Positrak,1,0,0.0,0,0,0,1,0.0,40.0,35.0,0,0.0
Precision Eng. Service,1,0,0.0,0,0,0,1,0.0,29.0,23.0,0,0.0
Precision Sheetmetal,1,0,0.0,0,0,0,1,0.0,26.0,27.0,0,0.0
Precision Walls,1,0,0.0,0,0,1,1,0.0,25.0,19.0,0,0.0
Prescott Racing,5,0,0.0,0,1,1,5,0.0,16.0,28.2,0,0.0
Priestly Demolition,1,0,0.0,1,1,1,1,0.0,7.0,5.0,0,0.0
Pro Motorsports,1,0,0.0,0,0,0,1,0.0,36.0,25.0,0,0.0
Professional Equipment,1,0,0.0,0,0,0,1,0.0,25.0,24.0,0,0.0
Pucci & Associates,1,0,0.0,0,0,0,1,0.0,26.0,40.0,0,0.0
Pugh Oil,1,0,0.0,0,0,0,1,0.0,36.0,38.0,0,0.0
Purnell & Jarvis,1,0,0.0,0,1,1,1,0.0,26.0,10.0,0,0.0
Purnell-Jarvis Dyson,1,0,0.0,0,0,0,1,0.0,32.0,36.0,0,0.0
"Purnell-Jarvis, Ltd.",1,0,0.0,0,0,0,1,0.0,23.0,29.0,0,0.0
Quality Plumbing,1,0,0.0,0,0,0,1,0.0,35.0,36.0,0,0.0
Quint Boisvert,30,1,0.03333,2,4,15,31,0.03226,22.19,22.65,106,3.42
RC Cola,12,0,0.0,2,5,8,12,0.0,13.5,14.67,0,0.0
RSD Leasing,2,0,0.0,0,0,0,2,0.0,41.5,33.0,0,0.0
Racing Collectables Club,2,0,0.0,0,0,1,2,0.0,27.5,30.0,0,0.0
Rahmoc Enterprises,3,0,0.0,1,1,1,3,0.0,24.0,21.67,1,0.33
Raider Engineering,1,0,0.0,0,0,1,1,0.0,28.0,19.0,0,0.0
Raleing Racing,2,0,0.0,0,0,1,2,0.0,14.5,21.0,0,0.0
Ralph Morris,1,0,0.0,0,0,0,1,0.0,29.0,30.0,0,0.0
Randa / Reah,1,0,0.0,0,1,1,1,0.0,20.0,7.0,0,0.0
Randy Hill,34,0,0.0,0,0,2,34,0.0,30.38,30.47,1,0.03
Randy Hope,7,0,0.0,0,1,3,7,0.0,13.14,22.29,19,2.71
Randy Humphrey,23,0,0.0,0,0,0,23,0.0,20.78,39.35,0,0.0
Randy LaJoie,16,0,0.0,1,4,5,16,0.0,20.5,24.13,1,0.06
Randy MacDonald,30,0,0.0,0,1,5,32,0.0,32.75,30.09,0,0.0
Randy Tissot,1,0,0.0,0,0,0,1,0.0,16.0,25.0,0,0.0
Randy Young,20,0,0.0,1,1,7,20,0.0,26.2,23.3,0,0.0
Randy's Auto Parts,1,0,0.0,0,0,1,1,0.0,40.0,19.0,0,0.0
Ray DeWitt,103,1,0.00971,6,17,65,106,0.00943,23.54,19.34,171,1.61
Ray Evernham,105,5,0.04762,13,28,61,109,0.04587,16.17,19.53,623,5.72
Ray Hackett,1,0,0.0,0,0,0,1,0.0,43.0,35.0,0,0.0
Ray Montgomery,2,0,0.0,0,0,0,2,0.0,27.5,31.5,0,0.0
Ray Skillman,4,0,0.0,0,0,2,4,0.0,25.25,21.0,0,0.0
Ray's Yamaha,2,0,0.0,0,1,2,2,0.0,25.5,14.5,66,33.0
Raymond Beadle,18,0,0.0,3,5,8,18,0.0,14.78,22.33,130,7.22
Rayner Racing,2,0,0.0,0,0,0,2,0.0,21.0,26.0,0,0.0
Reco Trucking,1,0,0.0,0,0,1,1,0.0,17.0,19.0,0,0.0
Reds Kagle,2,0,0.0,0,0,0,2,0.0,36.5,32.0,0,0.0
Reg Laporte,1,0,0.0,0,0,0,1,0.0,20.0,40.0,0,0.0
Reggie Ruggiero,1,0,0.0,0,0,1,1,0.0,18.0,20.0,0,0.0
Reginald Linberger,6,1,0.16667,2,4,6,6,0.16667,11.5,8.83,53,8.83
Rene Cardinal,1,0,0.0,0,0,1,1,0.0,19.0,17.0,0,0.0
Ricci Brothers Construction,1,0,0.0,0,0,0,1,0.0,40.0,38.0,0,0.0
Rich Bickle,9,0,0.0,2,2,3,9,0.0,30.89,26.56,0,0.0
Rich Burgess,9,0,0.0,0,0,3,9,0.0,20.44,24.56,4,0.44
Richard Carter,2,0,0.0,0,0,1,3,0.0,29.67,30.33,0,0.0
Richard Childress,789,95,0.12041,547,1022,1536,1892,0.05021,11.01,12.32,19203,10.15
Richard Colburn,5,0,0.0,0,0,2,5,0.0,34.0,23.8,0,0.0
Richard Jackson,35,0,0.0,1,9,18,35,0.0,19.09,21.26,19,0.54
Richard Jarvis,2,0,0.0,0,0,0,2,0.0,32.0,37.0,0,0.0
Richard Johnson,4,0,0.0,0,0,2,4,0.0,31.5,19.75,0,0.0
Richard Moore,35,0,0.0,1,5,16,35,0.0,21.43,24.09,191,5.46
Richard Petty Motorsports,144,2,0.01389,9,31,108,147,0.01361,18.01,16.68,85,0.58
Richard Sheltra,2,0,0.0,0,0,0,2,0.0,37.0,26.5,0,0.0
Richard Woodland,2,0,0.0,0,0,0,2,0.0,35.5,41.5,0,0.0
Richardson Racing,1,0,0.0,0,0,0,1,0.0,27.0,27.0,0,0.0
Richie Rice,2,0,0.0,1,2,2,2,0.0,10.0,7.0,0,0.0
Richwood Toothpicks,1,0,0.0,0,1,1,1,0.0,1.0,6.0,90,90.0
Rick Gdovic,18,0,0.0,0,1,6,18,0.0,28.5,21.67,0,0.0
Rick Goodwin,64,0,0.0,2,6,23,64,0.0,26.53,25.13,19,0.3
Rick Hendrick,262,25,0.09542,115,164,235,357,0.07003,12.59,15.66,5831,16.33
Rick Russell,17,0,0.0,0,0,0,17,0.0,32.12,35.82,0,0.0
Rick Ware,289,0,0.0,1,7,45,477,0.0,33.34,30.83,23,0.05
Rick Wilson,4,0,0.0,1,1,1,4,0.0,24.5,25.5,0,0.0
Ricky Craven,83,4,0.04819,21,36,50,83,0.04819,12.93,16.77,1373,16.54
Ricky Dennis,1,0,0.0,0,1,1,1,0.0,23.0,9.0,0,0.0
Ricky Hendrick,34,3,0.08824,13,21,28,34,0.08824,9.35,11.38,623,18.32
Riverside Park,1,0,0.0,0,0,1,1,0.0,28.0,18.0,0,0.0
Robbie Lewis,4,0,0.0,0,1,2,4,0.0,27.75,16.0,0,0.0
Robbie Reiser,189,12,0.06349,57,85,114,189,0.06349,16.48,16.31,2092,11.07
Robby Benton,201,1,0.00498,5,24,124,220,0.00455,19.04,20.36,46,0.21
Robby Gordon,45,1,0.02222,8,14,30,45,0.02222,13.64,17.6,197,4.38
Robert Creech,2,0,0.0,0,0,0,2,0.0,27.5,33.5,0,0.0
Robert Drake,1,0,0.0,0,0,0,1,0.0,34.0,40.0,0,0.0
Robert Fain,1,0,0.0,0,0,0,1,0.0,26.0,33.0,0,0.0
Robert Gee,13,4,0.30769,8,8,10,13,0.30769,5.64,8.77,337,25.92
Robert Hayes,65,0,0.0,2,8,27,65,0.0,26.32,23.15,66,1.02
Robert Ingram,53,0,0.0,7,17,40,53,0.0,17.85,16.49,85,1.6
Robert Kittleson,2,0,0.0,0,0,0,2,0.0,27.0,25.5,0,0.0
Robert Krogh,62,0,0.0,1,4,18,103,0.0,29.04,28.11,13,0.13
Robert McFarland,4,0,0.0,0,0,0,4,0.0,31.75,32.25,0,0.0
Robert Powell,1,0,0.0,0,0,0,1,0.0,29.0,24.0,0,0.0
"Robert Richardson, Sr.",147,0,0.0,0,2,22,167,0.0,34.24,28.19,3,0.02
Robert Sowa,1,0,0.0,0,0,0,1,0.0,44.0,34.0,0,0.0
Robert Torriere,10,0,0.0,0,1,2,10,0.0,20.5,27.5,0,0.0
Robert's Used Cars,2,0,0.0,0,0,2,2,0.0,26.5,12.5,0,0.0
Roberts Construction,1,0,0.0,0,0,0,1,0.0,26.0,25.0,0,0.0
Roberts Used Cars,1,0,0.0,0,0,1,1,0.0,26.0,15.0,0,0.0
