owner,total_races,wins,win_pct,avg_start,best_start,worst_start,avg_finish,best_finish,worst_finish,avg_laps_led,total_laps_led,most_laps_led,avg_points,avg_playoff_pts,total_money,avg_money,max_race_money,min_race_money
J.I. Divers,5,0,0.0,24.8,12,49,19.6,10,32,0.0,0,0,,,605,151,250,75
J.L. Cheatham,13,0,0.0,26.23,14,43,26.54,7,40,0.0,0,0,,,4060,338,1025,75
J.L. Justice,3,0,0.0,35.0,35,35,40.0,31,49,0.0,0,0,,,145,48,110,10
J.L. McDonald,1,0,0.0,6.0,6,6,21.0,21,21,0.0,0,0,,,25,25,25,25
J.L. Thomas,5,0,0.0,21.6,10,33,19.4,12,26,0.0,0,0,,,1700,425,650,100
J.M. Fitzgibbons,18,0,0.0,17.53,9,52,17.44,6,36,0.0,0,0,,,1710,114,700,25
J.M. Wattenbarger,2,0,0.0,19.0,15,23,25.0,24,26,0.0,0,0,,,85,43,45,40
J.O. Goode,36,0,0.0,19.82,2,56,13.28,3,31,0.0,0,0,,,5775,160,1000,25
J.P. Robertson,1,0,0.0,43.0,43,43,43.0,43,43,0.0,0,0,,,0,,,
J.R. DeLotto,58,0,0.0,21.79,10,42,20.1,7,41,0.0,0,0,102.81,,113800,1962,7210,520
J.R. Dunberry,1,0,0.0,43.0,43,43,55.0,55,55,0.0,0,0,,,0,,,
J.R. Underwood,2,0,0.0,41.0,38,44,39.5,38,41,0.0,0,0,,,650,325,500,150
J.R. Van Curren,2,0,0.0,31.0,29,33,31.0,27,35,0.0,0,0,,,1000,500,500,500
J.T. Maness,2,0,0.0,31.0,26,36,16.0,7,25,0.0,0,0,,,750,375,700,50
J.T. Putney,63,0,0.0,16.9,2,46,16.48,2,44,0.51,32,31,,,28035,460,1825,50
J.V. Hamby,1,0,0.0,39.0,39,39,78.0,78,78,0.0,0,0,,,0,,,
J.W. Campbell,6,0,0.0,19.67,12,35,15.5,7,27,0.0,0,0,,,585,98,200,35
JTG-Daugherty Racing,736,2,0.00272,22.64,1,42,21.74,1,43,0.76,559,40,25.96,0.02,29608359,117493,654233,58730
Jabe Thomas,13,0,0.0,23.69,4,41,22.23,2,40,0.0,0,0,,,5365,447,800,100
Jack Alger,1,0,0.0,23.0,23,23,31.0,31,31,0.0,0,0,,,500,500,500,500
Jack Anderson,39,0,0.0,21.21,7,46,21.9,6,45,0.0,0,0,,,9570,266,1500,60
Jack Balmer,3,0,0.0,16.67,7,25,15.0,14,16,0.0,0,0,,,1435,478,510,420
Jack Barton,1,0,0.0,52.0,52,52,38.0,38,38,0.0,0,0,,,25,25,25,25
Jack Beebe,212,2,0.00943,13.47,1,39,16.56,1,42,3.59,762,140,117.0,,1393300,6572,62350,360
Jack Beumer,2,0,0.0,10.0,10,10,24.0,7,41,0.0,0,0,,,240,120,200,40
Jack Birmingham,58,0,0.0,30.28,5,43,32.22,9,43,0.1,6,4,66.62,,2104470,36284,124509,19720
Jack Bowsher,11,1,0.09091,12.55,1,28,17.36,1,42,9.91,109,62,,,42000,3818,19700,270
Jack Chatenay,24,0,0.0,19.19,4,47,19.17,3,48,0.0,0,0,,,3015,137,500,25
Jack Conely,1,0,0.0,7.0,7,7,15.0,15,15,0.0,0,0,,,50,50,50,50
Jack Doering,2,0,0.0,29.5,28,31,15.5,7,24,0.0,0,0,,,3925,1963,3825,100
Jack Ely,1,0,0.0,37.0,37,37,35.0,35,35,0.0,0,0,58.0,,1800,1800,1800,1800
Jack Etheridge,5,0,0.0,22.75,13,37,20.2,10,38,0.0,0,0,,,820,164,435,75
Jack Fisher,3,0,0.0,35.67,25,43,25.33,21,33,0.0,0,0,,,85,28,35,25
Jack Gaynor,13,1,0.07692,8.71,1,23,16.38,1,36,18.38,239,200,,,2110,176,1000,10
Jack Goodwin,3,0,0.0,33.0,21,45,23.0,15,33,0.0,0,0,,,285,95,200,25
Jack Harden,2,0,0.0,15.0,10,20,18.5,9,28,0.0,0,0,,,200,200,200,200
Jack Holloway,4,0,0.0,31.67,27,38,18.25,11,29,0.0,0,0,,,100,25,25,25
Jack Housby,12,0,0.0,15.08,2,38,22.75,5,40,0.67,8,7,100.0,,24240,2020,3850,705
Jack Janos,2,0,0.0,21.5,20,23,17.0,10,24,0.0,0,0,,,1490,745,1180,310
Jack Lawrence,2,0,0.0,18.0,18,18,17.5,17,18,0.0,0,0,,,50,25,25,25
Jack Lee,4,0,0.0,25.0,18,29,31.75,27,38,0.0,0,0,67.75,,4235,1059,1525,700
Jack Marlin,1,0,0.0,14.0,14,14,10.0,10,10,0.0,0,0,,,300,300,300,300
Jack McCoy,1,0,0.0,25.0,25,25,36.0,36,36,0.0,0,0,,,1440,1440,1440,1440
Jack Meeks,3,0,0.0,26.0,9,38,25.67,15,38,0.0,0,0,,,535,178,250,85
Jack Mercer,8,0,0.0,33.0,22,40,23.75,15,33,0.0,0,0,,,6240,780,1375,325
Jack Montgangelo,1,0,0.0,31.0,31,31,20.0,20,20,0.0,0,0,,,100,100,100,100
Jack Norton,1,0,0.0,42.0,42,42,28.0,28,28,0.0,0,0,,,325,325,325,325
Jack Ogden,14,0,0.0,23.71,14,40,27.36,11,37,0.0,0,0,84.45,,19730,1409,4400,510
Jack Oldenhage,3,0,0.0,20.0,13,30,13.67,9,20,0.0,0,0,,,250,83,125,50
Jack Rounds,1,0,0.0,46.0,46,46,12.0,12,12,0.0,0,0,,,150,150,150,150
Jack Roush,3986,142,0.03562,18.27,1,43,16.72,1,43,10.05,40066,415,89.83,0.08,344140304,103067,1588887,1335
Jack Russell,6,0,0.0,31.83,17,47,17.5,9,23,0.0,0,0,,,1475,246,550,75
Jack Smith,234,20,0.08547,9.91,1,41,11.91,1,44,13.78,3225,250,,,146505,651,19900,25
Jack Sumner,1,0,0.0,13.0,13,13,20.0,20,20,0.0,0,0,,,50,50,50,50
Jack White,12,0,0.0,22.25,9,48,18.33,4,38,0.0,0,0,,,18510,1543,3820,625
Jack Williams,3,0,0.0,19.33,14,22,16.0,6,32,0.0,0,0,117.0,,9505,3168,4960,950
James Barnes,1,0,0.0,14.0,14,14,24.0,24,24,0.0,0,0,,,25,25,25,25
James Boyd,2,0,0.0,34.5,31,38,22.5,16,29,0.0,0,0,,,1570,785,875,695
James Brown,3,0,0.0,35.33,21,50,22.67,10,30,0.0,0,0,,,1940,647,1110,200
James Bryan,7,0,0.0,9.57,5,21,16.29,6,24,0.0,0,0,,,1765,252,1160,50
James Bryant,3,0,0.0,17.33,11,26,13.33,2,28,0.0,0,0,,,7452,2484,4060,1377
James Colee,1,0,0.0,36.0,36,36,16.0,16,16,0.0,0,0,,,650,650,650,650
James Finch,251,1,0.00398,28.25,2,43,29.63,1,43,0.41,104,45,44.98,,21332809,84991,644187,2375
James French,1,0,0.0,42.0,42,42,58.0,58,58,0.0,0,0,,,200,200,200,200
James Gess,6,0,0.0,17.5,11,26,25.67,13,42,1.33,8,8,,,405,135,280,25
James Good,4,0,0.0,24.75,11,49,15.75,5,24,0.0,0,0,,,6665,1666,2540,1075
James Hanley,26,0,0.0,17.23,2,36,16.73,5,36,2.15,56,56,,,25755,991,1765,230
James Hinnant,1,0,0.0,40.0,40,40,58.0,58,58,0.0,0,0,,,50,50,50,50
James Hylton,639,2,0.00313,20.07,1,44,15.89,1,45,1.17,745,160,104.97,,1622941,2540,24865,100
James Jones,2,0,0.0,36.0,21,51,22.0,15,29,0.0,0,0,,,200,100,100,100
James Kelly,9,0,0.0,21.0,12,31,18.11,14,31,0.0,0,0,,,660,73,100,50
James Lowery,8,0,0.0,18.43,6,37,19.63,12,41,0.0,0,0,,,1045,149,330,50
James Mason,2,0,0.0,27.0,19,35,30.0,28,32,0.0,0,0,,,1659,830,1054,605
James Norton,5,0,0.0,16.0,10,19,13.2,10,18,0.0,0,0,,,540,108,150,50
James Reed,2,0,0.0,34.5,33,36,34.0,34,34,0.0,0,0,61.0,,6475,3238,3375,3100
James Rocco,172,0,0.0,20.87,1,43,24.63,2,43,1.09,187,90,89.92,,16528841,96098,643896,60975
James Rudolph,2,0,0.0,36.5,35,38,24.5,13,36,0.0,0,0,89.5,,5455,2728,3775,1680
James Rupe,3,0,0.0,14.33,8,20,17.0,5,26,0.0,0,0,,,1080,360,445,310
James Satcher,31,0,0.0,9.3,1,51,13.87,3,62,3.45,107,103,,,6290,242,675,25
James Stoner,1,0,0.0,40.0,40,40,38.0,38,38,0.0,0,0,49.0,,1130,1130,1130,1130
James Thomas,3,0,0.0,22.0,10,28,14.33,8,18,0.0,0,0,,,1745,582,995,175
James Turner,10,0,0.0,12.5,3,27,21.0,8,50,0.0,0,0,,,4035,448,1195,50
James Wilsberg,3,0,0.0,36.33,34,38,41.67,41,42,0.0,0,0,38.0,,154100,51367,54220,48605
Janice Bailey,1,0,0.0,22.0,22,22,35.0,35,35,0.0,0,0,,,500,500,500,500
Jay George,6,0,0.0,22.0,11,26,21.83,8,36,0.0,0,0,,,535,134,200,75
Jay Robinson,297,0,0.0,35.54,12,43,31.66,8,43,0.06,19,9,3.69,0.0,4067097,86534,313883,49630
Jeff Davis,2,0,0.0,39.5,39,40,34.0,26,42,0.0,0,0,61.0,,11345,5673,6560,4785
Jeff Halverson,3,0,0.0,35.67,33,40,30.67,23,36,0.0,0,0,71.0,,2930,977,1350,490
Jeff Handy,18,0,0.0,25.39,12,43,24.11,10,42,0.0,0,0,94.0,,7185,449,1820,100
Jeff Hooker,1,0,0.0,39.0,39,39,40.0,40,40,0.0,0,0,,,1100,1100,1100,1100
Jeff Moorad,67,0,0.0,31.34,7,43,28.43,3,43,0.22,15,9,78.42,,7191046,107329,308352,68825
Jeff Stec,36,0,0.0,33.58,6,43,34.0,21,42,0.14,5,1,60.17,,2757908,76609,254683,59675
Jeff Wyler,1,0,0.0,31.0,31,31,31.0,31,31,0.0,0,0,70.0,,64875,64875,64875,64875
Jenny Van Houten,1,0,0.0,39.0,39,39,37.0,37,37,0.0,0,0,,,3475,3475,3475,3475
Jeremy Mayfield,5,0,0.0,32.8,18,42,35.8,32,40,0.4,2,1,57.6,,568888,113778,265238,67975
Jerome Warren,5,0,0.0,27.4,20,35,24.4,18,35,0.0,0,0,,,485,97,150,50
Jerry Bowman,14,0,0.0,31.14,23,39,27.93,13,37,0.0,0,0,79.21,,21615,1544,2515,765
Jerry Brown,21,0,0.0,27.43,14,45,31.38,16,60,0.0,0,0,87.14,,11818,563,1338,250
Jerry Churchill,7,0,0.0,30.57,21,39,26.0,14,40,0.0,0,0,61.0,,2685,384,870,200
Jerry Davis,1,0,0.0,34.0,34,34,28.0,28,28,0.0,0,0,,,900,900,900,900
Jerry Draper,8,0,0.0,17.63,5,37,13.63,4,31,0.0,0,0,,,1140,143,250,25
Jerry Griffin,1,0,0.0,34.0,34,34,21.0,21,21,0.0,0,0,,,790,790,790,790
Jerry Gunderman,5,0,0.0,15.2,2,24,21.8,11,37,0.0,0,0,91.0,,20515,4103,9560,1305
Jerry Hansen,3,0,0.0,34.67,30,39,29.67,25,38,0.0,0,0,,,3230,1077,1160,950
Jerry Hill,1,0,0.0,37.0,37,37,38.0,38,38,0.0,0,0,49.0,,3475,3475,3475,3475
Jerry Holden,3,0,0.0,36.33,33,39,36.33,30,42,0.0,0,0,44.5,,3820,1273,1370,1200
Jerry Jolly,1,0,0.0,36.0,36,36,38.0,38,38,0.0,0,0,49.0,,715,715,715,715
Jerry Keyes,1,0,0.0,19.0,19,19,23.0,23,23,0.0,0,0,,,25,25,25,25
Jerry Lankford,16,0,0.0,19.88,7,46,21.63,5,39,0.13,2,2,104.64,,27235,1702,6290,560
Jerry McClure,1,0,0.0,26.0,26,26,29.0,29,29,0.0,0,0,76.0,,89160,89160,89160,89160
Jerry Mullins,24,0,0.0,15.0,4,31,17.96,5,44,0.0,0,0,,,9615,401,800,100
Jerry O'Neil,4,0,0.0,36.5,35,39,32.5,30,39,0.0,0,0,65.5,,12285,3071,5410,2050
Jerry Oliver,2,0,0.0,35.5,32,39,19.5,11,28,0.0,0,0,,,1310,655,800,510
Jerry Wentz,3,0,0.0,27.0,20,35,27.33,23,31,0.0,0,0,,,1505,502,635,300
Jerry Wimbish,9,0,0.0,11.14,6,20,14.0,5,23,0.0,0,0,,,845,94,300,25
Jess Gillard / Wayne England,1,0,0.0,32.0,32,32,24.0,24,24,0.0,0,0,,,750,750,750,750
Jess Potter,301,0,0.0,21.28,2,52,17.5,4,58,0.0,0,0,,,50995,177,1325,25
Jesse James Taylor,15,0,0.0,23.27,1,75,24.0,2,69,7.33,110,95,,,3525,271,2800,25
Jesse Mann,2,0,0.0,26.0,26,26,31.0,31,31,0.0,0,0,,,75,38,50,25
Jim Austin,5,0,0.0,23.0,15,36,19.0,12,32,0.0,0,0,,,440,88,110,70
Jim B. Copperheat,1,0,0.0,46.0,46,46,36.0,36,36,0.0,0,0,,,25,25,25,25
Jim Bangsberry,2,0,0.0,27.5,23,32,33.0,32,34,0.0,0,0,,,550,550,550,550
Jim Blomgren,3,0,0.0,19.33,10,28,16.67,5,27,0.0,0,0,,,360,180,310,50
Jim Boyd,2,0,0.0,32.5,26,39,20.5,14,27,0.0,0,0,101.5,,2335,1168,1335,1000
Jim Bray,7,0,0.0,29.86,20,37,25.71,16,35,0.0,0,0,,,3230,461,850,100
Jim Calder,8,0,0.0,23.5,12,40,20.38,9,40,0.0,0,0,,,8615,1077,1775,615
Jim Carrusso,2,0,0.0,,,,19.5,19,20,0.0,0,0,,,25,25,25,25
Jim Clark,5,0,0.0,14.0,7,27,14.8,6,30,0.0,0,0,,,375,75,250,25
Jim Cushman,3,0,0.0,25.67,12,45,19.0,10,27,0.0,0,0,,,225,75,125,50
Jim Dane,7,0,0.0,8.14,2,15,8.29,2,17,25.71,180,180,,,2700,386,800,50
Jim Davis,1,0,0.0,32.0,32,32,33.0,33,33,0.0,0,0,,,25,25,25,25
Jim Fiebelkorn,17,0,0.0,31.5,11,52,17.59,2,36,0.0,0,0,,,1385,81,700,10
Jim Fowler,2,0,0.0,27.0,25,29,31.5,30,33,0.0,0,0,73.0,,750,375,725,25
Jim Hurlbert,1,0,0.0,32.0,32,32,40.0,40,40,0.0,0,0,43.0,,1430,1430,1430,1430
Jim Inglebright,1,0,0.0,34.0,34,34,32.0,32,32,0.0,0,0,67.0,,47190,47190,47190,47190
Jim Jones,1,0,0.0,17.0,17,17,26.0,26,26,0.0,0,0,,,0,,,
Jim Lee,3,0,0.0,29.33,24,36,29.67,23,34,0.0,0,0,77.5,,2410,803,1150,610
Jim Lineberger,2,0,0.0,29.5,22,37,22.0,10,34,0.0,0,0,,,1625,813,925,700
Jim Linke,1,0,0.0,18.0,18,18,24.0,24,24,0.0,0,0,,,230,230,230,230
Jim Lowe / Carl Beckham,37,5,0.13514,7.66,1,25,13.95,1,46,21.35,790,163,,,9990,294,1350,25
Jim Makar,9,0,0.0,22.78,10,37,21.89,10,40,0.0,0,0,97.88,,20190,2243,6465,450
Jim Mattei,79,0,0.0,21.94,2,42,25.28,3,42,1.06,84,25,88.44,,3550705,44946,290596,19915
Jim Mayeda,2,0,0.0,30.5,29,32,26.0,23,29,0.0,0,0,,,1300,650,795,505
Jim McCorkindale,1,0,0.0,12.0,12,12,30.0,30,30,0.0,0,0,,,110,110,110,110
Jim McLain,2,0,0.0,24.0,22,26,21.0,20,22,0.0,0,0,,,75,38,50,25
Jim McNeil,5,0,0.0,24.0,17,30,19.0,9,35,0.0,0,0,,,390,98,150,50
Jim Miles,1,0,0.0,27.0,27,27,41.0,41,41,0.0,0,0,40.0,,12550,12550,12550,12550
Jim Norris,14,0,0.0,30.86,21,39,28.29,19,36,0.0,0,0,76.75,,11735,838,2200,460
Jim Parsley,12,0,0.0,18.67,12,29,13.5,6,26,0.0,0,0,,,1410,118,200,50
Jim Paschal,15,0,0.0,15.62,5,36,18.13,2,48,0.0,0,0,,,2360,182,575,25
Jim Patrick,2,0,0.0,23.0,22,24,20.0,16,24,0.0,0,0,,,470,235,385,85
Jim Rathmann,3,0,0.0,15.33,9,19,33.33,12,52,0.0,0,0,,,75,38,50,25
Jim Reed,99,7,0.07071,11.77,1,53,15.01,1,53,15.7,1554,300,,,49519,604,17250,25
Jim Rhoades,5,0,0.0,24.5,16,38,22.2,9,34,0.0,0,0,,,335,67,100,50
Jim Romine,1,0,0.0,15.0,15,15,47.0,47,47,0.0,0,0,,,0,,,
Jim Rosenblum,28,0,0.0,34.96,26,40,33.64,24,40,0.0,0,0,62.78,,80380,2977,7340,800
Jim Ruggles,1,0,0.0,26.0,26,26,22.0,22,22,0.0,0,0,,,910,910,910,910
Jim Rush,30,0,0.0,13.48,2,24,11.37,2,30,0.0,0,0,,,6860,237,1100,25
Jim Russell,4,0,0.0,20.75,15,23,30.25,17,56,0.0,0,0,,,150,75,100,50
Jim Simpson,1,0,0.0,13.0,13,13,12.0,12,12,0.0,0,0,,,675,675,675,675
Jim Smith,133,0,0.0,27.52,4,43,26.48,2,43,1.42,189,139,84.11,,8082992,60774,275269,6960
Jim Southard,5,0,0.0,35.8,29,39,24.8,20,31,0.0,0,0,86.5,,8935,1787,2750,900
Jim Stacy,125,4,0.032,13.52,1,40,16.76,1,40,8.78,1097,250,110.8,,926780,7414,54820,570
Jim Stephens,73,5,0.06849,8.46,1,46,16.05,1,61,13.34,974,144,,,69470,1085,24190,50
Jim Testa,55,0,0.0,21.53,3,42,25.84,3,40,1.24,68,45,86.66,,208020,3782,18895,620
Jim Thirkettle,9,0,0.0,18.0,10,29,19.89,8,34,0.11,1,1,104.56,,15045,1672,3740,715
Jim Vandiver,4,0,0.0,18.0,15,23,21.0,6,35,1.5,6,6,,,6065,1516,2400,830
Jim Venable,1,0,0.0,43.0,43,43,40.0,40,40,0.0,0,0,43.0,,7100,7100,7100,7100
Jim White,7,0,0.0,38.2,26,56,28.43,11,44,0.0,0,0,,,610,102,225,10
Jim Whitehead,3,0,0.0,22.0,16,28,29.67,8,41,0.0,0,0,,,2600,867,1250,500
Jim Whitt,2,0,0.0,27.0,27,27,27.5,18,37,0.0,0,0,,,1780,890,1140,640
Jim Wilson,37,0,0.0,27.68,7,43,32.49,17,43,0.0,0,0,65.54,,634723,17155,52500,4700
Jimmie Lewallen,1,0,0.0,,,,16.0,16,16,0.0,0,0,,,25,25,25,25
Jimmy Ayers,19,0,0.0,29.33,10,67,20.32,9,64,0.0,0,0,,,935,58,300,25
Jimmy Baker,7,0,0.0,18.57,13,26,31.29,14,44,0.0,0,0,,,2155,308,530,50
Jimmy Edwards,2,0,0.0,29.0,23,35,29.5,20,39,0.0,0,0,74.5,,3810,1905,2940,870
Jimmy Florian,23,1,0.04348,30.25,1,65,15.74,1,42,1.74,40,40,,,3375,188,1000,25
Jimmy Hensley,1,0,0.0,8.0,8,8,6.0,6,6,0.0,0,0,150.0,,2050,2050,2050,2050
Jimmy Hindman,1,0,0.0,29.0,29,29,30.0,30,30,0.0,0,0,,,350,350,350,350
Jimmy Ingalls,2,0,0.0,29.5,28,31,17.5,17,18,0.0,0,0,110.5,,3080,1540,1600,1480
Jimmy Ingram,1,0,0.0,33.0,33,33,15.0,15,15,0.0,0,0,118.0,,1435,1435,1435,1435
Jimmy Insolo,1,0,0.0,18.0,18,18,4.0,4,4,0.0,0,0,,,3900,3900,3900,3900
Jimmy Longo,2,0,0.0,,,,30.0,25,35,0.0,0,0,,,25,25,25,25
Jimmy McCain,6,0,0.0,19.67,7,30,25.17,8,47,0.0,0,0,,,8140,1357,2800,290
Jimmy Means,450,0,0.0,30.1,12,42,24.14,7,43,0.11,51,21,90.81,,2033654,4519,21925,505
Jimmy Pardue,91,1,0.01099,14.66,3,43,14.18,1,39,2.2,200,119,,,21875,260,1400,45
Jimmy Spencer,1,0,0.0,23.0,23,23,42.0,42,42,0.0,0,0,37.0,,36940,36940,36940,36940
Jimmy Thompson,1,0,0.0,26.0,26,26,17.0,17,17,0.0,0,0,,,225,225,225,225
Jimmy Vaughn,4,0,0.0,21.75,15,27,16.75,7,23,0.0,0,0,,,3015,754,2000,220
Jimmy Walker,13,0,0.0,32.15,27,40,29.08,17,40,0.0,0,0,73.75,,17135,1318,2610,695
Joan Petre,40,0,0.0,19.4,3,41,20.23,6,44,0.0,0,0,,,7395,211,875,100
Jocko Maggiacomo,12,0,0.0,33.17,29,38,29.67,24,39,0.0,0,0,73.27,,9680,807,1105,540
Joe Auer,20,0,0.0,33.45,21,43,39.05,28,43,0.05,1,1,42.4,,1326061,66303,81166,51459
Joe Barnett,1,0,0.0,33.0,33,33,30.0,30,30,0.0,0,0,,,680,680,680,680
Joe Bearscheck,4,1,0.25,15.0,1,46,14.5,1,47,35.5,142,105,,,1975,494,1000,75
Joe Beccue,8,0,0.0,17.25,10,29,20.0,5,45,0.0,0,0,,,475,68,200,25
Joe Bessey,59,0,0.0,26.0,3,43,26.56,3,43,0.51,30,20,84.07,,2365330,40090,117760,20650
Joe Bill O'Dell,9,0,0.0,,,,18.56,10,25,0.0,0,0,,,285,41,75,25
Joe Blair,36,0,0.0,20.19,5,78,17.17,2,64,0.0,0,0,,,4570,163,650,25
Joe Booher,4,0,0.0,37.0,35,40,31.25,24,38,0.0,0,0,69.25,,6060,1515,1860,880
Joe Eubanks,1,0,0.0,21.0,21,21,19.0,19,19,0.0,0,0,,,0,,,
Joe Falk,275,0,0.0,34.47,3,43,32.23,4,43,0.07,18,5,17.25,0.0,17317027,72456,306850,7075
Joe Fields,14,0,0.0,26.93,18,37,22.5,14,31,0.0,0,0,95.5,,16590,1185,2470,590
Joe Fisher,5,0,0.0,6.6,1,18,14.8,4,29,5.6,28,28,,,715,179,350,25
Joe Frasson,108,0,0.0,20.52,4,47,21.79,3,49,0.23,25,7,91.11,,153888,1425,5795,265
Joe Frazier,6,0,0.0,24.4,18,42,22.33,15,25,0.0,0,0,,,575,115,350,25
Joe George,4,0,0.0,20.75,18,27,20.5,15,27,0.0,0,0,,,250,83,100,50
Joe Gibbs,3091,213,0.06891,13.33,1,43,14.41,1,43,19.62,60636,464,69.11,0.48,244625550,130467,1148451,3885
Joe Gilliam,1,0,0.0,35.0,35,35,32.0,32,32,0.0,0,0,,,60,60,60,60
Joe Halton,6,0,0.0,22.17,15,33,21.83,7,41,0.0,0,0,,,465,93,165,25
Joe Harrison,1,0,0.0,31.0,31,31,40.0,40,40,0.0,0,0,,,25,25,25,25
Joe Hawkins,2,0,0.0,38.0,33,43,15.5,14,17,0.0,0,0,,,150,75,100,50
Joe Hines,2,0,0.0,25.0,19,31,25.0,17,33,0.0,0,0,,,245,245,245,245
Joe Horner,24,0,0.0,30.42,11,40,32.21,22,41,0.0,0,0,66.38,,177130,7380,26560,4055
Joe Jernigan,4,0,0.0,22.67,14,29,25.5,13,46,0.0,0,0,,,125,42,75,25
Joe Jones,45,0,0.0,23.31,7,46,20.98,4,70,0.0,0,0,,,7610,186,475,25
Joe Keaton,2,0,0.0,18.0,18,18,13.5,12,15,0.0,0,0,,,150,75,100,50
Joe Keistler,9,0,0.0,19.44,11,34,21.89,10,42,0.0,0,0,,,2380,264,1140,100
Joe Kersey,1,0,0.0,,,,17.0,17,17,0.0,0,0,,,50,50,50,50
Joe Kosiski,2,0,0.0,22.5,9,36,31.0,18,44,0.0,0,0,,,250,125,200,50
Joe Lee Johnson,38,1,0.02632,15.55,2,33,17.53,1,52,2.18,83,83,,,15617,434,2912,50
Joe Littlejohn,1,0,0.0,1.0,1,1,35.0,35,35,0.0,0,0,,,25,25,25,25
Joe Mangini,12,0,0.0,12.8,5,21,14.25,3,28,0.0,0,0,,,1650,165,900,25
Joe Marsik,4,0,0.0,16.5,10,23,13.0,7,20,0.0,0,0,129.0,,6290,1573,2035,1375
Joe May,4,0,0.0,28.25,26,30,33.5,30,39,0.0,0,0,68.0,,2435,609,905,460
Joe Merola,4,0,0.0,44.5,19,70,22.25,9,45,0.0,0,0,,,175,44,75,25
Joe Mihalic,8,0,0.0,29.63,23,37,25.88,18,40,0.0,0,0,85.38,,7650,956,1240,575
Joe Nagle,16,0,0.0,15.57,5,35,23.88,4,44,0.0,0,0,,,15065,942,2870,25
Joe Navarro,1,0,0.0,24.0,24,24,22.0,22,22,0.0,0,0,,,40,40,40,40
Joe Nemechek,239,0,0.0,30.19,3,43,35.32,2,43,0.18,42,20,36.43,,15195017,63577,287363,6535
Joe Phipps,13,0,0.0,30.54,17,40,26.15,11,49,0.0,0,0,,,8550,658,1115,205
Joe Racz,2,0,0.0,10.0,10,10,17.5,15,20,0.0,0,0,,,310,155,240,70
Joe Savatier,3,0,0.0,14.0,10,20,11.33,8,14,0.0,0,0,,,325,108,200,25
Joe Savoca,2,0,0.0,27.0,23,31,24.0,24,24,0.0,0,0,,,450,225,250,200
Joe Winter,4,0,0.0,11.5,8,17,24.75,5,53,0.0,0,0,,,250,83,200,25
Joel Davis,4,0,0.0,16.25,13,20,16.0,12,20,0.0,0,0,,,320,80,120,50
Joel Halpern,10,0,0.0,14.7,4,37,25.6,4,37,7.4,74,67,93.56,,22070,2207,6050,675
Joey Arrington,1,0,0.0,25.0,25,25,27.0,27,27,0.0,0,0,,,460,460,460,460
John Belgard,1,0,0.0,32.0,32,32,34.0,34,34,0.0,0,0,,,0,,,
John Berejoski,10,0,0.0,17.7,4,31,16.7,6,42,0.0,0,0,,,3290,329,850,100
John Black,7,0,0.0,18.43,10,27,13.14,6,20,0.0,0,0,,,1230,176,300,100
John Borneman,7,0,0.0,22.43,14,31,25.0,12,34,0.0,0,0,88.0,,8745,1249,3140,550
John C. Hipp,1,0,0.0,36.0,36,36,18.0,18,18,0.0,0,0,,,585,585,585,585
John Callis,7,0,0.0,33.86,26,37,28.43,20,40,0.0,0,0,83.5,,6950,993,1450,600
John Carter,47,0,0.0,32.96,8,43,33.64,9,43,0.11,5,2,62.55,,3627369,77178,307138,51275
John Childs,5,0,0.0,23.0,19,31,27.2,6,37,0.0,0,0,82.4,,16305,3261,6750,1355
John Collins,1,0,0.0,40.0,40,40,33.0,33,33,0.0,0,0,64.0,,2880,2880,2880,2880
John Ditz,52,2,0.03846,5.58,1,26,9.77,1,62,16.35,850,154,,,18255,373,1175,25
"John Dodd, Sr.",32,0,0.0,14.63,3,32,15.53,5,36,0.0,0,0,,,3500,140,375,25
John DuBoise,4,0,0.0,40.0,12,68,14.25,4,24,0.0,0,0,,,625,208,350,25
John Eanes,56,6,0.10714,11.05,1,49,18.41,1,61,29.71,1664,200,,,11830,252,1500,25
John Edgett,5,0,0.0,22.0,7,38,17.6,6,36,0.0,0,0,111.4,,30595,6119,18975,1800
John Fernandez,1,0,0.0,2.0,2,2,10.0,10,10,0.0,0,0,,,200,200,200,200
John Findlay,8,0,0.0,16.67,11,21,13.5,5,27,0.0,0,0,,,900,129,225,50
John Foster,10,0,0.0,8.6,1,20,14.6,5,25,7.6,76,50,,,1660,166,490,50
John Glazebrook,4,0,0.0,22.75,15,40,25.0,18,36,0.0,0,0,,,600,150,250,100
John Golabek,15,1,0.06667,12.45,1,30,10.8,1,25,3.0,45,45,,,3575,238,1000,25
John Gwinn,26,0,0.0,19.54,4,33,18.04,6,42,0.0,0,0,110.5,,57870,2226,8450,600
John Hamby,3,0,0.0,29.33,26,34,21.67,16,26,0.0,0,0,,,400,133,175,50
John Haver,1,0,0.0,34.0,34,34,33.0,33,33,0.0,0,0,,,950,950,950,950
John Hernandez,1,0,0.0,4.0,4,4,4.0,4,4,0.0,0,0,,,650,650,650,650
John Hines,9,2,0.22222,1.44,1,3,23.44,1,57,64.89,584,197,,,19895,2211,10130,250
John Hodges,2,0,0.0,32.0,30,34,25.5,21,30,0.0,0,0,,,635,318,360,275
John Irvan,1,0,0.0,30.0,30,30,28.0,28,28,0.0,0,0,79.0,,890,890,890,890
