driver,total_races,wins,win_pct,avg_start,best_start,worst_start,avg_finish,best_finish,worst_finish,avg_laps_led,total_laps_led,most_laps_led,avg_points,avg_playoff_pts,total_money,avg_money,max_race_money,min_race_money
Morris Lamb,1,0,0.0,,,,20.0,20,20,0.0,0,0,,,0,,,
Murrace Walker,2,0,0.0,34.5,33,36,48.0,22,74,0.0,0,0,,,0,,,
Nace Mattingly,17,0,0.0,19.75,4,60,17.47,5,63,0.0,0,0,,,2320,145,350,25
Nat Reeder,1,0,0.0,38.0,38,38,13.0,13,13,0.0,0,0,,,625,625,625,625
Natz Peters,1,0,0.0,31.0,31,31,34.0,34,34,0.0,0,0,61.0,,800,800,800,800
Ned Jarrett,353,50,0.14164,8.09,1,54,9.18,1,59,29.34,10358,424,,,287977,837,21060,25
Ned Setzer,10,0,0.0,19.3,2,36,19.2,6,39,0.0,0,0,,,6005,601,2525,100
Neil Bonnett,362,18,0.04972,11.9,1,40,16.5,1,45,17.62,6378,404,119.6,,3365687,9297,67290,370
Neil Castles,498,0,0.0,19.41,2,48,17.0,2,50,0.14,70,29,74.0,,232036,475,3440,25
Neil Cole,19,1,0.05263,11.57,1,24,11.05,1,25,2.37,45,45,,,3900,217,1000,25
Neil Haight,2,0,0.0,15.0,15,15,17.0,16,18,0.0,0,0,,,195,98,105,90
Neil McDonald,1,0,0.0,,,,11.0,11,11,0.0,0,0,,,25,25,25,25
Neil Roberts,3,0,0.0,32.0,32,32,12.0,8,15,0.0,0,0,,,425,142,300,25
Nels Miller,1,0,0.0,12.0,12,12,35.0,35,35,0.0,0,0,,,900,900,900,900
Nelson Applegate,5,0,0.0,14.5,14,15,20.2,7,35,0.0,0,0,,,220,44,125,10
Nelson Oswald,14,0,0.0,29.64,15,38,26.43,18,38,0.0,0,0,83.38,,9085,649,1600,300
"Nelson Piquet, Jr.",1,0,0.0,32.0,32,32,26.0,26,26,0.0,0,0,18.0,,72640,72640,72640,72640
Nelson Stacy,45,4,0.08889,9.6,2,28,16.82,1,46,13.0,585,313,,,90330,2007,25505,50
Nero Steptoe,5,0,0.0,23.75,14,43,19.2,11,29,0.0,0,0,,,325,65,150,25
Nestor Peles,7,0,0.0,34.43,29,40,24.14,19,35,0.0,0,0,90.0,,5810,830,1180,500
Nick Fornoro,1,0,0.0,12.0,12,12,8.0,8,8,0.0,0,0,,,200,200,200,200
Nick Garin,2,0,0.0,,,,24.5,14,35,0.0,0,0,,,60,30,50,10
Nick Lari,1,0,0.0,25.0,25,25,18.0,18,18,0.0,0,0,,,50,50,50,50
Nick Nicolette,3,0,0.0,20.0,20,20,27.67,20,32,0.0,0,0,,,75,25,40,10
Nick Rampling,3,0,0.0,24.0,20,30,17.33,12,27,0.0,0,0,,,230,115,120,110
Nick Spano,1,0,0.0,,,,21.0,21,21,0.0,0,0,,,10,10,10,10
Niles Gage,1,0,0.0,22.0,22,22,13.0,13,13,0.0,0,0,,,155,155,155,155
Nix Beard,1,0,0.0,,,,18.0,18,18,0.0,0,0,,,0,,,
Noah Gragson,55,0,0.0,24.73,3,39,23.78,3,38,0.22,12,5,8.45,0.0,0,,,
Nolan Swift,2,0,0.0,16.0,12,20,15.0,10,20,0.0,0,0,,,175,88,125,50
Nook Walters,4,0,0.0,17.0,9,25,11.5,4,18,0.0,0,0,,,350,88,275,25
Norm Benning,4,0,0.0,36.5,35,39,32.5,30,39,0.0,0,0,65.5,,12285,3071,5410,2050
Norm McCarthy,3,0,0.0,,,,23.33,8,32,0.0,0,0,,,135,45,100,10
Norm Nelson,5,1,0.2,18.0,1,39,10.2,1,20,21.2,106,106,,,8390,1678,5250,95
Norm Palmer,7,0,0.0,18.43,8,40,22.71,6,39,0.0,0,0,96.0,,9905,1415,2500,500
Norman Lynch,1,0,0.0,10.0,10,10,29.0,29,29,0.0,0,0,,,25,25,25,25
Norman McGriff,3,0,0.0,13.0,12,14,11.0,9,14,0.0,0,0,,,370,123,150,110
Norman Schihl,1,0,0.0,38.0,38,38,23.0,23,23,0.0,0,0,,,150,150,150,150
O.A. Dean,1,0,0.0,12.0,12,12,18.0,18,18,0.0,0,0,,,25,25,25,25
Obie Chupp,1,0,0.0,47.0,47,47,18.0,18,18,0.0,0,0,,,50,50,50,50
Oda Greene,7,0,0.0,26.33,13,37,15.14,3,28,0.0,0,0,,,875,125,450,25
Odie Robertson,1,0,0.0,29.0,29,29,24.0,24,24,0.0,0,0,,,1075,1075,1075,1075
Ole Anderson,1,0,0.0,36.0,36,36,37.0,37,37,0.0,0,0,,,40,40,40,40
Olin Allen,1,0,0.0,27.0,27,27,14.0,14,14,0.0,0,0,,,25,25,25,25
Oliver Dial,2,0,0.0,65.0,65,65,25.5,13,38,0.0,0,0,,,75,38,50,25
Ollie Olson,1,0,0.0,,,,24.0,24,24,0.0,0,0,,,25,25,25,25
Oma Kimbrough,3,0,0.0,38.0,37,39,30.33,24,37,0.0,0,0,72.0,,7995,2665,3620,2135
Oren Prosser,3,0,0.0,27.0,25,29,24.0,19,28,0.0,0,0,,,750,250,500,50
Otis Martin,23,0,0.0,21.0,2,42,15.52,6,36,0.0,0,0,,,1535,70,175,25
Otis Skinner,1,0,0.0,15.0,15,15,7.0,7,7,0.0,0,0,,,325,325,325,325
Owen Jones,2,0,0.0,,,,16.5,14,19,0.0,0,0,,,50,25,25,25
Owen Kelly,1,0,0.0,23.0,23,23,24.0,24,24,0.0,0,0,0.0,,92682,92682,92682,92682
Owen Loggins,7,0,0.0,22.14,6,37,22.29,14,41,0.0,0,0,,,525,88,175,25
P.E. Godfrey,1,0,0.0,56.0,56,56,59.0,59,59,0.0,0,0,,,0,,,
P.J. Jones,33,0,0.0,34.03,14,43,32.15,4,43,0.06,2,1,65.15,,1685400,51073,98408,6085
Pancho Alvarez,1,0,0.0,9.0,9,9,24.0,24,24,0.0,0,0,,,25,25,25,25
Pancho Carter,14,0,0.0,27.5,17,33,28.21,17,40,0.21,3,2,79.07,,83490,5964,12925,2755
Pap White,2,0,0.0,55.0,55,55,13.0,10,16,0.0,0,0,,,400,400,400,400
Pappy Crane,2,0,0.0,41.5,16,67,29.5,9,50,0.0,0,0,,,340,170,200,140
Pappy Hough,21,0,0.0,20.1,1,44,15.05,5,33,0.0,0,0,,,1495,79,200,10
Parker Kligerman,30,0,0.0,33.37,23,41,28.93,15,42,0.0,0,0,1.8,0.0,1053644,105364,318338,52380
Parks Surratt,7,0,0.0,24.0,24,24,15.71,12,19,0.0,0,0,,,175,25,25,25
Parnelli Jones,34,4,0.11765,11.45,1,44,19.59,1,54,18.06,614,147,,,38165,1157,18720,25
Pat Fay,4,0,0.0,24.5,14,47,28.25,9,40,0.0,0,0,,,4290,1073,1500,655
Pat Flaherty,1,0,0.0,19.0,19,19,59.0,59,59,0.0,0,0,,,0,,,
Pat Grogan,2,0,0.0,37.0,23,51,41.0,35,47,0.0,0,0,,,50,50,50,50
Pat Kirkwood,9,0,0.0,15.78,1,37,15.22,3,29,0.0,0,0,,,3290,411,1325,25
Pat Mintey,3,0,0.0,38.67,36,42,33.33,29,37,0.0,0,0,63.0,,2725,908,1175,700
Pat Moore,1,0,0.0,31.0,31,31,34.0,34,34,0.0,0,0,,,50,50,50,50
Pat Wade,1,0,0.0,,,,19.0,19,19,0.0,0,0,,,25,25,25,25
Pat Zocano,1,0,0.0,76.0,76,76,25.0,25,25,0.0,0,0,,,60,60,60,60
Patrick Carpentier,42,0,0.0,28.88,1,43,30.69,11,43,0.71,30,10,67.6,,3222299,80557,154375,64375
Patrick Latimer,1,0,0.0,38.0,38,38,40.0,40,40,0.0,0,0,43.0,,1250,1250,1250,1250
Patrick Long,1,0,0.0,43.0,43,43,42.0,42,42,0.0,0,0,2.0,,61555,61555,61555,61555
Patty Moise,5,0,0.0,33.4,30,36,32.2,26,39,0.0,0,0,66.4,,12740,2548,3485,1690
Paul Aars,1,0,0.0,45.0,45,45,10.0,10,10,0.0,0,0,,,200,200,200,200
Paul Austin,1,0,0.0,,,,22.0,22,22,0.0,0,0,,,25,25,25,25
Paul Bass,1,0,0.0,40.0,40,40,46.0,46,46,0.0,0,0,,,100,100,100,100
Paul Bumhaver,2,0,0.0,30.5,25,36,22.5,20,25,0.0,0,0,,,500,250,300,200
Paul Burrow,2,0,0.0,35.5,25,46,18.5,18,19,0.0,0,0,,,500,250,425,75
Paul Clark,4,0,0.0,20.5,5,39,31.75,20,44,0.0,0,0,,,875,292,450,175
Paul Connors,5,0,0.0,27.8,11,39,18.4,6,33,0.0,0,0,,,4345,869,2600,100
Paul Dean Holt,85,0,0.0,22.71,11,43,19.8,10,40,0.0,0,0,90.0,,17927,224,877,100
Paul Dorrity,8,0,0.0,31.0,20,42,28.0,18,40,0.0,0,0,,,6585,823,1075,500
Paul Feldner,3,0,0.0,24.67,20,31,22.0,10,32,0.0,0,0,,,2240,747,1180,310
Paul Fess,3,0,0.0,27.67,23,32,27.33,22,32,0.0,0,0,82.0,,5695,1898,3860,835
Paul Goldsmith,128,9,0.07031,7.74,1,44,15.57,1,44,18.38,2352,286,,,190255,1498,14340,50
Paul Jett,1,0,0.0,33.0,33,33,18.0,18,18,0.0,0,0,,,680,680,680,680
Paul Lewis,114,1,0.00877,18.92,1,48,16.54,1,58,0.62,71,64,,,50385,458,2250,25
Paul Lyons,2,0,0.0,21.0,19,23,23.0,23,23,0.0,0,0,,,25,25,25,25
Paul Magee,1,0,0.0,23.0,23,23,12.0,12,12,0.0,0,0,,,25,25,25,25
Paul Menard,471,1,0.00212,19.97,1,43,20.21,1,43,0.73,342,64,44.19,0.01,36117514,110451,550702,52410
Paul Newkirk,3,0,0.0,32.5,27,38,20.33,5,43,0.0,0,0,,,525,263,500,25
Paul Norris,1,0,0.0,42.0,42,42,44.0,44,44,0.0,0,0,,,200,200,200,200
Paul Parks,13,0,0.0,33.43,3,65,22.31,6,37,0.0,0,0,,,875,97,200,25
Paul Pettit,12,0,0.0,18.17,7,42,20.83,5,34,0.0,0,0,,,545,61,325,10
Paul Phipps,1,0,0.0,14.0,14,14,19.0,19,19,0.0,0,0,,,25,25,25,25
Paul Radford,1,0,0.0,9.0,9,9,30.0,30,30,0.0,0,0,,,750,750,750,750
Paul Richardson,1,0,0.0,21.0,21,21,25.0,25,25,0.0,0,0,,,25,25,25,25
Paul Smith,3,0,0.0,,,,15.0,10,20,0.0,0,0,,,125,63,75,50
Paul Stanley,2,0,0.0,22.0,20,24,18.5,18,19,0.0,0,0,,,50,25,25,25
Paul Tyler,20,0,0.0,21.95,11,39,27.35,10,50,0.0,0,0,,,17410,871,1530,300
Paul Walton,2,0,0.0,17.0,13,21,13.5,11,16,0.0,0,0,,,190,95,130,60
Paul Wensink,1,0,0.0,16.0,16,16,12.0,12,12,0.0,0,0,,,25,25,25,25
Paul Wilson,1,0,0.0,12.0,12,12,18.0,18,18,0.0,0,0,,,60,60,60,60
Paulie Harraka,1,0,0.0,40.0,40,40,39.0,39,39,0.0,0,0,0.0,,72245,72245,72245,72245
Peck Markota,1,0,0.0,11.0,11,11,34.0,34,34,0.0,0,0,,,100,100,100,100
Peck Peckham,27,0,0.0,27.33,16,70,22.22,11,67,0.0,0,0,,,2070,80,200,10
Pedro Rodriguez,6,0,0.0,18.33,9,36,21.0,5,47,0.0,0,0,,,7275,1455,3425,300
Pee Wee Ellwanger,5,0,0.0,23.0,13,32,22.0,14,31,0.0,0,0,,,825,165,275,100
Pee Wee Jones,7,0,0.0,16.29,5,41,24.71,13,64,0.0,0,0,,,450,90,225,50
Pee Wee Martin,3,0,0.0,20.0,10,30,23.33,12,30,4.0,12,12,,,150,75,100,50
Pee Wee Wentz,6,0,0.0,29.5,20,38,24.17,10,31,0.0,0,0,,,5320,887,2500,300
Pepper Cunningham,12,0,0.0,9.57,3,22,27.17,6,64,0.0,0,0,,,460,58,200,10
Perk Brown,28,0,0.0,12.08,1,33,16.29,3,43,0.0,0,0,,,2360,91,450,25
Perry Smith,1,0,0.0,,,,4.0,4,4,0.0,0,0,,,350,350,350,350
Pete Arnold,1,0,0.0,13.0,13,13,14.0,14,14,0.0,0,0,,,340,340,340,340
Pete Boland,5,0,0.0,19.0,11,25,21.4,12,27,0.0,0,0,,,310,103,110,100
Pete Brock,1,0,0.0,26.0,26,26,16.0,16,16,0.0,0,0,,,350,350,350,350
Pete Cardenas,1,0,0.0,23.0,23,23,27.0,27,27,0.0,0,0,,,0,,,
Pete Diviney,3,0,0.0,20.0,18,22,17.67,12,26,0.0,0,0,,,150,75,100,50
Pete Frazee,2,0,0.0,10.0,10,10,17.5,15,20,0.0,0,0,,,310,155,240,70
Pete Hamilton,64,4,0.0625,7.72,1,31,15.27,1,44,9.7,621,153,,,216330,3380,44850,100
Pete Hazelwood,19,0,0.0,23.05,18,29,18.42,10,28,0.0,0,0,,,5010,264,520,100
Pete Keller,1,0,0.0,54.0,54,54,58.0,58,58,0.0,0,0,,,0,,,
Pete Kelly,4,0,0.0,23.0,10,32,36.0,19,52,0.0,0,0,,,185,62,100,35
Pete Moxley,2,0,0.0,,,,31.5,25,38,0.0,0,0,,,10,10,10,10
Pete Page,1,0,0.0,,,,26.0,26,26,0.0,0,0,,,25,25,25,25
Pete Stewart,17,0,0.0,25.93,9,44,22.53,11,44,0.0,0,0,,,3940,263,1065,25
Pete Torres,3,0,0.0,28.33,18,34,25.33,16,34,0.0,0,0,100.0,,2680,893,1060,645
Pete Toth,1,0,0.0,24.0,24,24,17.0,17,17,0.0,0,0,,,25,25,25,25
Pete Vail,2,0,0.0,23.5,16,31,24.0,20,28,0.0,0,0,,,50,25,25,25
Pete Yow,11,0,0.0,24.18,13,56,18.55,9,50,0.0,0,0,,,700,88,100,50
Peter Gregg,1,0,0.0,7.0,7,7,37.0,37,37,0.0,0,0,,,775,775,775,775
Peter Knab,3,0,0.0,34.0,33,35,21.67,12,33,0.0,0,0,83.5,,6865,2288,2875,1215
Phil Barkdoll,23,0,0.0,29.04,16,40,27.83,15,39,0.22,5,2,80.68,,162960,7085,27960,2375
Phil Demola,1,0,0.0,,,,16.0,16,16,0.0,0,0,,,25,25,25,25
Phil Finney,7,0,0.0,34.0,20,45,28.86,16,41,0.0,0,0,70.0,,6540,934,1810,400
Phil Good,8,0,0.0,32.75,27,39,25.63,17,39,0.0,0,0,86.13,,12195,1524,1850,1065
Phil Montague,1,0,0.0,37.0,37,37,31.0,31,31,0.0,0,0,,,230,230,230,230
Phil Orr,2,0,0.0,19.0,16,22,20.0,13,27,0.0,0,0,,,160,80,110,50
Phil Parsons,203,1,0.00493,21.34,2,41,20.23,1,42,0.86,174,52,103.5,,1606792,7915,86850,875
Phil Wendt,3,0,0.0,32.0,26,40,28.0,15,42,0.0,0,0,,,1980,660,1350,100
Philip Duffie,12,0,0.0,35.42,25,40,25.58,16,38,0.0,0,0,86.25,,30805,2567,4710,1250
Phillips Bell,1,0,0.0,,,,13.0,13,13,0.0,0,0,,,75,75,75,75
Pop McGinnis,22,0,0.0,24.07,5,63,21.41,5,67,0.77,17,13,,,1995,91,330,25
Possum Jones,47,0,0.0,21.15,1,65,19.62,2,47,0.6,28,28,,,13680,311,2225,50
Pug Blalock,3,0,0.0,,,,17.33,9,24,0.0,0,0,,,125,42,75,25
Quin Houff,89,0,0.0,33.3,25,40,32.02,13,40,0.0,0,0,5.25,0.0,0,,,
Quinton Daniels,7,0,0.0,6.0,6,6,16.29,9,22,0.0,0,0,,,225,32,75,25
R.C. Enerson,1,0,0.0,37.0,37,37,34.0,34,34,0.0,0,0,3.0,0.0,0,,,
R.K. Smith,2,0,0.0,32.5,29,36,38.0,33,43,0.0,0,0,49.0,,8355,4178,4880,3475
R.L. Combs,21,0,0.0,18.56,1,36,18.86,7,34,0.0,0,0,,,1730,91,175,25
Rags Carter,1,0,0.0,15.0,15,15,6.0,6,6,0.0,0,0,,,150,150,150,150
Ralph Arnold,1,0,0.0,40.0,40,40,32.0,32,32,0.0,0,0,,,765,765,765,765
Ralph Dutton,6,0,0.0,22.0,22,22,20.83,15,31,0.0,0,0,,,150,25,25,25
Ralph Dyer,7,0,0.0,12.33,9,14,11.71,6,22,0.0,0,0,,,650,93,250,25
Ralph Earnhardt,51,0,0.0,16.12,1,35,17.0,2,47,2.06,105,75,,,22050,441,4850,50
Ralph Jones,20,0,0.0,30.7,21,40,25.05,15,37,0.0,0,0,87.85,,36575,1829,10595,315
Ralph Liguori,76,0,0.0,17.27,1,40,17.83,3,55,0.0,0,0,,,7905,122,450,10
Ralph Lyden,1,0,0.0,,,,19.0,19,19,0.0,0,0,,,0,,,
Ralph Moody,47,5,0.10638,8.2,1,29,12.62,1,57,10.89,512,133,,,17875,397,4100,25
Ralph Murray,1,0,0.0,28.0,28,28,29.0,29,29,0.0,0,0,,,0,,,
Ralph Roberts,1,0,0.0,30.0,30,30,19.0,19,19,0.0,0,0,,,120,120,120,120
Ralph Rose,2,0,0.0,,,,9.0,9,9,0.0,0,0,,,150,75,75,75
Ralph Shaffer,1,0,0.0,33.0,33,33,39.0,39,39,0.0,0,0,,,0,,,
Ralph Sheeler,3,0,0.0,,,,18.67,12,23,0.0,0,0,,,85,28,35,25
Ralph Smith,2,0,0.0,34.0,24,44,20.0,14,26,0.0,0,0,,,300,150,175,125
Ralph Zrimsek,1,0,0.0,,,,21.0,21,21,0.0,0,0,,,0,,,
Ramo Stott,35,0,0.0,15.54,1,33,16.26,2,45,0.29,10,4,95.43,,100790,2880,11650,125
Randy Baker,14,0,0.0,34.57,27,40,27.71,17,42,0.0,0,0,78.31,,51935,3710,12550,1200
Randy Becker,4,0,0.0,28.5,16,42,27.5,15,38,0.0,0,0,80.5,,5290,1323,1950,575
Randy Bethea,1,0,0.0,39.0,39,39,33.0,33,33,0.0,0,0,64.0,,1055,1055,1055,1055
Randy Hutchison,7,0,0.0,17.86,11,30,18.71,9,27,0.0,0,0,,,2740,391,730,210
Randy LaJoie,44,0,0.0,28.61,10,43,29.34,5,43,0.05,2,2,75.84,,1133216,25755,76250,1460
Randy MacDonald,5,0,0.0,32.6,19,37,30.4,24,41,0.0,0,0,71.8,,58410,11682,18600,8200
Randy Myers,1,0,0.0,25.0,25,25,20.0,20,20,0.0,0,0,,,1000,1000,1000,1000
Randy Ogden,10,0,0.0,24.2,14,40,28.5,15,37,0.0,0,0,81.57,,8755,876,1500,510
Randy Porter,2,0,0.0,39.0,39,39,28.5,24,33,0.0,0,0,77.5,,12475,6238,6340,6135
Randy Renfrow,1,0,0.0,43.0,43,43,43.0,43,43,0.0,0,0,34.0,,39667,39667,39667,39667
Randy Tissot,13,0,0.0,30.15,14,38,24.85,15,50,0.62,8,8,85.0,,18025,1387,2590,520
Ranny Dodd,4,0,0.0,31.0,18,43,24.5,16,33,0.0,0,0,,,3165,791,1000,500
Rat Garner,2,0,0.0,23.5,13,34,14.5,14,15,0.0,0,0,,,325,163,225,100
Raul Cilloniz,2,0,0.0,32.5,30,35,15.0,12,18,0.0,0,0,,,550,275,500,50
Ray Atkinson,1,0,0.0,23.0,23,23,19.0,19,19,0.0,0,0,,,25,25,25,25
Ray Baxter,1,0,0.0,28.0,28,28,19.0,19,19,0.0,0,0,,,50,50,50,50
"Ray Black, Jr.",4,0,0.0,37.0,31,39,32.0,16,40,0.0,0,0,0.0,0.0,0,,,
Ray Campbell,2,0,0.0,19.5,18,21,13.0,11,15,0.0,0,0,,,205,103,135,70
Ray Chaike,4,0,0.0,37.0,23,49,16.25,14,20,0.0,0,0,,,275,69,100,50
Ray Chase,7,0,0.0,9.8,4,23,28.86,12,62,0.0,0,0,,,110,22,25,10
Ray Clark,2,0,0.0,15.0,9,21,14.0,13,15,0.0,0,0,,,50,25,25,25
Ray Crowley,1,0,0.0,25.0,25,25,25.0,25,25,0.0,0,0,,,100,100,100,100
Ray Davis,1,0,0.0,15.0,15,15,21.0,21,21,0.0,0,0,,,50,50,50,50
Ray Duhigg,55,0,0.0,16.77,2,50,15.55,3,55,0.0,0,0,,,9015,192,1000,25
Ray Elder,31,2,0.06452,13.81,3,36,16.52,1,46,3.9,121,67,113.11,,102855,3318,18715,335
Ray Erickson,12,0,0.0,14.33,5,31,18.08,2,32,2.58,31,31,,,1505,137,750,20
Ray Fanning,2,0,0.0,19.0,19,19,13.0,10,16,0.0,0,0,,,190,95,130,60
Ray Franklin,1,0,0.0,32.0,32,32,23.0,23,23,0.0,0,0,,,60,60,60,60
Ray Hendrick,17,0,0.0,15.65,5,44,17.0,5,52,0.41,7,7,,,6995,411,1350,50
Ray Hill,9,0,0.0,17.44,5,29,15.11,7,28,0.0,0,0,,,1420,178,275,100
Ray Hughes,7,0,0.0,18.43,9,37,13.86,9,23,0.0,0,0,,,1075,154,250,110
Ray Janelle,2,0,0.0,44.0,30,58,27.5,21,34,0.0,0,0,,,25,25,25,25
Ray Johnstone,6,0,0.0,26.0,20,32,25.5,11,33,0.0,0,0,,,6015,1003,1500,660
Ray Kelly,1,0,0.0,40.0,40,40,36.0,36,36,0.0,0,0,55.0,,850,850,850,850
Ray Platte,1,0,0.0,32.0,32,32,25.0,25,25,0.0,0,0,,,100,100,100,100
Ray Pruitt,3,0,0.0,32.0,32,32,28.0,23,33,0.0,0,0,,,35,18,25,10
Ray Sherman,1,0,0.0,29.0,29,29,33.0,33,33,0.0,0,0,,,40,40,40,40
Ray Springer,1,0,0.0,,,,11.0,11,11,0.0,0,0,,,25,25,25,25
Ray Thompson,3,0,0.0,50.5,24,77,29.33,26,35,0.0,0,0,,,75,38,50,25
Ray Throckmorton,1,0,0.0,,,,12.0,12,12,0.0,0,0,,,25,25,25,25
Raymond Carter,10,0,0.0,20.3,6,39,20.6,7,36,0.0,0,0,,,2245,225,600,100
Raymond Lewis,1,0,0.0,,,,8.0,8,8,0.0,0,0,,,75,75,75,75
Raymond Williams,93,0,0.0,26.03,10,50,22.32,7,46,0.0,0,0,65.5,,83543,898,2460,200
Reb Wickersham,41,0,0.0,26.66,8,50,22.22,8,46,0.0,0,0,,,13805,354,1200,50
Red Byron,15,2,0.13333,12.42,1,54,10.0,1,30,13.53,203,97,,,9025,752,2000,25
Red Douglass,1,0,0.0,37.0,37,37,24.0,24,24,0.0,0,0,,,25,25,25,25
Red Dowdy,1,0,0.0,16.0,16,16,18.0,18,18,0.0,0,0,,,25,25,25,25
Red Duvall,8,0,0.0,16.33,8,24,15.13,3,35,0.0,0,0,,,875,125,450,25
Red Farmer,36,0,0.0,22.17,5,52,29.31,4,56,0.22,8,7,41.5,,31195,918,4540,25
Red Foote,10,0,0.0,29.5,21,41,27.1,16,38,0.0,0,0,,,2970,330,575,100
Red Harrelson,3,0,0.0,10.67,1,22,19.0,12,23,0.0,0,0,,,100,33,50,25
Red Harvey,2,0,0.0,,,,6.0,2,10,0.5,1,1,,,800,400,750,50
Red Hollingsworth,3,0,0.0,41.0,31,51,38.0,24,48,0.0,0,0,,,450,150,200,50
Red Kalajainen,1,0,0.0,27.0,27,27,28.0,28,28,0.0,0,0,,,25,25,25,25
Red Knuter,1,0,0.0,,,,12.0,12,12,0.0,0,0,,,25,25,25,25
Red Ortwein,2,0,0.0,24.0,24,24,31.0,25,37,0.0,0,0,,,40,40,40,40
Red Ryder,2,0,0.0,31.0,31,31,16.5,15,18,0.0,0,0,,,25,25,25,25
Red Tomlinson,2,0,0.0,31.5,30,33,23.0,18,28,0.0,0,0,,,60,30,35,25
Red Untiedt,1,0,0.0,,,,14.0,14,14,0.0,0,0,,,25,25,25,25
Reds Kagle,25,0,0.0,17.76,4,30,19.04,4,52,0.0,0,0,,,4030,183,1125,25
Reed Sorenson,346,0,0.0,31.4,1,43,29.69,3,43,0.46,160,39,44.07,0.0,24822807,106080,564117,53725
Regan Smith,224,1,0.00446,23.93,2,43,24.88,1,42,0.29,64,11,44.79,0.0,19232779,109277,411822,66025
Reggie Ausmus,3,0,0.0,24.0,15,37,20.33,12,29,0.0,0,0,,,190,63,100,40
Reino Tulonen,4,0,0.0,42.5,6,79,26.5,5,40,0.0,0,0,,,300,75,200,25
Rene Charland,9,0,0.0,24.56,10,41,27.67,3,50,0.0,0,0,,,2795,399,1000,100
Rex DeLewis,1,0,0.0,28.0,28,28,25.0,25,25,0.0,0,0,,,0,,,
Rex White,233,28,0.12017,8.13,1,53,8.98,1,37,22.05,5137,276,,,191958,835,10315,25
Rich Bickle,85,0,0.0,28.88,2,43,28.01,4,41,0.05,4,2,79.31,,2212999,26035,92504,1710
Rich Vogler,1,0,0.0,32.0,32,32,40.0,40,40,0.0,0,0,0.0,,0,,,
"Rich Woodland, Jr.",2,0,0.0,41.5,39,44,37.5,37,38,0.0,0,0,50.5,,16125,8063,10095,6030
Richard Brickhouse,39,1,0.02564,19.46,5,45,21.59,1,48,0.92,36,33,76.0,,63232,1621,24550,250
Richard Brown,1,0,0.0,21.0,21,21,22.0,22,22,0.0,0,0,,,0,,,
Richard Brownlee,8,0,0.0,18.86,11,25,17.38,11,28,0.0,0,0,,,340,57,75,25
Richard Childress,285,0,0.0,18.76,3,40,17.55,3,41,0.47,133,24,117.94,,729973,2561,13805,100
Richard Cummings,1,0,0.0,,,,42.0,42,42,0.0,0,0,,,0,,,
Richard D. Brown,50,0,0.0,21.3,4,45,26.18,5,60,0.0,0,0,87.14,,42878,858,3525,245
Richard Hancock,1,0,0.0,,,,20.0,20,20,0.0,0,0,,,25,25,25,25
Richard Jones,1,0,0.0,,,,52.0,52,52,0.0,0,0,,,0,,,
Richard Lach,1,0,0.0,39.0,39,39,40.0,40,40,0.0,0,0,43.0,,825,825,825,825
Richard Petty,1185,200,0.16878,9.55,1,42,11.27,1,57,43.47,51514,491,123.25,,7202872,6099,90575,50
Richard Riley,15,0,0.0,23.07,6,52,17.53,6,42,0.0,0,0,,,1610,115,200,50
Richard Spittle,1,0,0.0,33.0,33,33,20.0,20,20,0.0,0,0,,,50,50,50,50
Richard Waters,1,0,0.0,27.0,27,27,29.0,29,29,0.0,0,0,76.0,,265,265,265,265
Richard White,12,0,0.0,26.5,16,37,19.58,6,30,0.17,2,2,96.22,,16850,1404,2285,805
Richie Panch,47,0,0.0,17.62,5,42,22.94,3,49,0.19,9,4,90.6,,83026,1767,8950,535
Rick Baldwin,11,0,0.0,30.91,27,40,25.45,12,42,0.0,0,0,89.0,,32695,2972,8900,1120
Rick Carelli,9,0,0.0,33.56,25,43,31.0,21,42,0.0,0,0,70.0,,60630,6737,8765,4205
Rick DeLewis,2,0,0.0,21.5,18,25,18.0,18,18,0.0,0,0,,,50,25,25,25
Rick Henderson,3,0,0.0,24.5,23,26,23.67,13,29,0.0,0,0,,,65,33,40,25
Rick Hendrick,2,0,0.0,17.0,13,21,24.0,15,33,0.0,0,0,59.0,,3700,1850,2550,1150
Rick Jeffrey,7,0,0.0,32.86,26,40,28.43,24,30,0.0,0,0,77.71,,35760,5109,11420,1800
Rick Knoop,5,0,0.0,33.6,29,39,21.8,20,25,0.0,0,0,74.25,,27775,5555,6995,3405
Rick Mast,364,0,0.0,22.06,1,43,24.21,2,43,1.31,478,139,91.25,,8626271,23699,139096,2050
Rick McCray,24,0,0.0,27.5,14,41,29.25,12,41,0.0,0,0,76.68,,36855,1536,4060,500
Rick Newsom,82,0,0.0,31.16,14,45,25.01,11,41,0.0,0,0,85.28,,88155,1075,4370,305
Rick O'Dell,1,0,0.0,27.0,27,27,16.0,16,16,0.0,0,0,115.0,,2145,2145,2145,2145
Rick Scribner,2,0,0.0,42.0,42,42,38.5,36,41,0.0,0,0,47.5,,9025,4513,4820,4205
Rick Simon,1,0,0.0,,,,15.0,15,15,0.0,0,0,,,100,100,100,100
Rick Ware,1,0,0.0,35.0,35,35,36.0,36,36,0.0,0,0,55.0,,2295,2295,2295,2295
